,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
0,John Collins,24:59,6,12,.500,2,5,.400,1,2,.500,2,2,4,1,1,1,1,3,15,-29
1,Jordan Clarkson,24:12,3,9,.333,0,3,.000,1,1,1.000,0,0,0,2,1,0,2,1,7,-24
2,Lauri Markkanen,22:33,4,10,.400,2,7,.286,0,0,,1,7,8,0,1,0,0,2,10,-9
3,Keyonte George,21:20,3,11,.273,1,5,.200,2,2,1.000,1,2,3,2,1,0,2,2,9,-21
4,Ochai Agbaji,17:14,0,5,.000,0,3,.000,0,0,,1,2,3,0,0,0,1,2,0,-16
5,player,,,,,,,,,,,,,,,,,,,,
6,Simone Fontecchio,27:08,4,6,.667,3,5,.600,0,0,,2,2,4,0,0,1,1,3,11,-6
7,Kelly Olynyk,24:22,1,6,.167,0,4,.000,2,4,.500,2,3,5,5,0,0,2,3,4,-17
8,Talen Horton-Tucker,23:15,1,10,.100,0,5,.000,4,4,1.000,0,3,3,7,2,1,1,1,6,-16
9,Collin Sexton,21:39,6,11,.545,2,3,.667,0,0,,0,3,3,4,0,0,1,2,14,-9
10,Omer Yurtseven,16:45,8,11,.727,0,1,.000,2,3,.667,4,2,6,1,0,0,0,1,18,-9
11,Luka Šamanić,8:49,0,3,.000,0,2,.000,0,0,,0,3,3,1,0,0,1,1,0,-5
12,Kris Dunn,7:44,2,4,.500,1,1,1.000,0,0,,0,0,0,2,0,0,2,1,5,+1
