,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Harrison Barnes,37:09,.752,.700,.800,.600,0.0,2.9,1.6,0.0,2.7,2.1,0.0,15.3,147,110,3.9
1,Domantas Sabonis,34:37,.814,.800,.133,.333,3.7,30.8,18.6,60.8,0.0,0.0,14.9,26.3,152,106,16.8
2,Keegan Murray,32:55,.756,.731,.538,.154,3.9,13.0,8.9,9.0,0.0,0.0,6.7,20.4,139,113,2.2
3,De'Aaron Fox,32:03,.613,.588,.353,.235,0.0,20.0,11.0,34.3,4.6,4.8,9.6,29.2,121,98,10.4
4,Kevin Huerter,27:17,.689,.667,.667,.111,4.8,3.9,4.3,25.0,1.8,0.0,9.6,17.3,138,113,5.3
5,player,,,,,,,,,,,,,,,,
6,Malik Monk,20:27,.394,.375,.375,.250,0.0,10.4,5.7,31.8,0.0,11.2,18.4,24.0,87,108,-5.0
7,Keon Ellis,17:18,.129,.000,.667,.667,7.5,12.3,10.2,6.3,2.9,4.4,0.0,10.1,66,104,-8.4
8,Trey Lyles,11:26,.000,.000,.000,.000,11.3,28.0,20.5,0.0,0.0,0.0,50.0,7.9,42,107,-14.3
9,JaVale McGee,10:25,.665,.500,.000,2.000,0.0,10.2,5.6,0.0,0.0,0.0,21.0,20.6,107,113,-13.5
10,Sasha Vezenkov,6:13,1.500,1.500,1.000,.000,20.9,0.0,9.4,0.0,0.0,0.0,50.0,14.5,109,118,0.5
11,Juan Toscano-Anderson,2:58,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,117,-12.3
12,Chris Duarte,2:24,.000,.000,.500,.000,54.1,0.0,24.4,0.0,0.0,0.0,0.0,37.6,46,118,-39.0
13,Kessler Edwards,2:24,.000,.000,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.8,0,118,-27.1
14,Davion Mitchell,2:24,.000,.000,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.8,0,118,-27.7
