,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
0,D'Angelo Russell,27:35,9,18,.500,4,7,.571,0,0,,0,2,2,4,0,3,1,1,22,-18
1,LeBron James,27:12,7,13,.538,0,2,.000,4,5,.800,1,5,6,2,0,0,3,1,18,-24
2,Taurean Prince,26:38,3,6,.500,1,2,.500,0,0,,0,1,1,1,0,0,1,3,7,-16
3,Austin Reaves,25:56,2,9,.222,0,4,.000,3,3,1.000,0,1,1,4,2,0,2,1,7,-28
4,Christian Wood,21:46,0,1,.000,0,0,,0,2,.000,0,4,4,1,0,0,0,4,0,-19
5,player,,,,,,,,,,,,,,,,,,,,
6,Max Christie,27:58,1,8,.125,0,2,.000,2,3,.667,1,7,8,3,0,1,1,2,4,-15
7,Rui Hachimura,25:34,10,15,.667,2,3,.667,2,5,.400,1,7,8,2,2,1,0,0,24,-13
8,Cam Reddish,24:36,2,7,.286,0,3,.000,3,4,.750,0,1,1,0,3,0,0,0,7,-20
9,Colin Castleton,14:26,1,3,.333,0,0,,0,0,,2,0,2,2,0,0,0,5,2,-8
10,D'Moi Hodge,10:29,1,3,.333,0,2,.000,1,2,.500,0,0,0,1,0,1,1,1,3,-4
11,Maxwell Lewis,7:48,0,2,.000,0,0,,0,0,,0,1,1,0,0,0,0,0,0,-5
12,Anthony Davis,Did Not Dress,,,,,,,,,,,,,,,,,,,
