,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
0,Devin Booker,36:38,11,26,.423,1,5,.200,5,6,.833,1,1,2,9,0,0,3,4,28,-18
1,Kevin Durant,35:42,10,21,.476,4,9,.444,5,7,.714,0,3,3,6,0,0,0,1,29,-7
2,Grayson Allen,35:36,5,5,1.000,2,2,1.000,1,1,1.000,2,0,2,1,2,1,2,4,13,-13
3,Jusuf Nurkić,29:41,9,13,.692,1,2,.500,2,2,1.000,4,8,12,2,1,0,3,2,21,+5
4,Bradley Beal,4:32,2,2,1.000,1,1,1.000,1,1,1.000,0,0,0,1,0,0,0,0,6,+3
5,player,,,,,,,,,,,,,,,,,,,,
6,Nassir Little,25:48,2,5,.400,1,3,.333,0,0,,2,2,4,1,0,0,0,2,5,-5
7,Jordan Goodwin,23:24,1,5,.200,1,3,.333,0,0,,0,3,3,9,0,0,1,3,3,-14
8,Drew Eubanks,15:09,3,4,.750,0,0,,2,2,1.000,1,2,3,0,1,2,1,1,8,-13
9,Keita Bates-Diop,13:41,2,5,.400,0,1,.000,0,0,,0,3,3,0,0,0,0,0,4,-13
10,Chimezie Metu,9:58,1,3,.333,0,2,.000,1,2,.500,0,1,1,1,0,0,1,0,3,-12
11,Yuta Watanabe,7:31,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0
12,Bol Bol,2:20,1,1,1.000,0,0,,0,0,,0,0,0,0,0,0,0,0,2,+2
