,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
0,Keegan Murray,39:36,6,16,.375,3,11,.273,1,2,.500,3,4,7,1,2,1,4,2,16,-11
1,De'Aaron Fox,39:09,14,28,.500,5,9,.556,6,7,.857,0,4,4,4,2,0,2,3,39,+1
2,Domantas Sabonis,35:49,7,15,.467,0,2,.000,5,6,.833,4,14,18,7,3,0,1,1,19,-9
3,Harrison Barnes,30:01,4,5,.800,1,2,.500,1,4,.250,1,3,4,1,1,0,0,1,10,-9
4,Kevin Huerter,15:37,0,5,.000,0,5,.000,0,0,,0,2,2,2,0,1,0,0,0,-2
5,player,,,,,,,,,,,,,,,,,,,,
6,Chris Duarte,26:07,1,7,.143,0,4,.000,2,3,.667,0,1,1,3,1,0,1,6,4,0
7,Malik Monk,17:57,2,4,.500,1,2,.500,4,4,1.000,0,0,0,6,0,1,2,2,9,-6
8,Sasha Vezenkov,12:16,4,6,.667,2,4,.500,0,0,,0,1,1,0,0,0,0,0,10,+1
9,JaVale McGee,12:11,3,6,.500,0,0,,1,3,.333,2,2,4,0,0,0,2,0,7,+1
10,Davion Mitchell,10:51,0,2,.000,0,1,.000,0,0,,0,0,0,0,1,0,2,1,0,-8
11,Colby Jones,0:26,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,+2
12,Kessler Edwards,Did Not Play,,,,,,,,,,,,,,,,,,,
13,Keon Ellis,Did Not Play,,,,,,,,,,,,,,,,,,,
14,Alex Len,Did Not Play,,,,,,,,,,,,,,,,,,,
15,Jalen Slawson,Did Not Play,,,,,,,,,,,,,,,,,,,
