,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Keyonte George,33:39,.662,.500,.667,.778,0.0,9.7,5.3,30.5,1.5,0.0,0.0,15.5,170,129,5.4
1,Lauri Markkanen,33:39,.581,.528,.333,.333,11.6,16.2,14.1,0.0,4.5,0.0,8.8,29.0,119,120,-0.1
2,Jordan Clarkson,32:14,.547,.545,.364,.182,0.0,6.8,3.7,25.2,0.0,0.0,37.1,25.2,79,134,-12.1
3,John Collins,32:14,.500,.500,.083,.000,24.1,16.9,20.2,5.3,0.0,0.0,0.0,16.0,131,131,-4.3
4,Kelly Olynyk,32:14,1.028,1.000,.000,.600,12.1,20.3,16.5,25.2,1.6,2.8,32.2,12.5,147,124,6.0
5,player,,,,,,,,,,,,,,,,
6,Simone Fontecchio,15:46,.571,.571,.857,.000,8.2,0.0,3.8,10.9,3.2,0.0,12.5,21.9,114,129,-0.5
7,Omer Yurtseven,15:46,.500,.500,.667,.000,0.0,41.5,22.6,9.0,0.0,0.0,40.0,13.7,68,122,-7.9
8,Talen Horton-Tucker,14:21,.434,.250,.500,1.000,0.0,0.0,0.0,9.9,0.0,0.0,34.2,26.3,69,135,-25.5
9,Ochai Agbaji,14:05,1.125,1.125,.250,.000,0.0,0.0,0.0,14.6,0.0,6.4,20.0,15.3,153,133,11.3
10,Collin Sexton,11:14,.085,.000,.600,.400,11.5,9.7,10.6,23.1,4.5,0.0,25.4,30.2,41,122,-25.6
11,Kris Dunn,4:48,.266,.000,.000,2.000,0.0,45.5,24.7,27.0,0.0,18.9,0.0,16.9,93,111,4.4
12,Luka Šamanić,Did Not Play,,,,,,,,,,,,,,,
