,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
0,Zion Williamson,35:21,13,22,.591,0,0,,4,6,.667,2,4,6,5,0,1,1,1,30,-7
1,Brandon Ingram,33:48,4,11,.364,0,1,.000,1,2,.500,0,4,4,6,0,0,2,2,9,-14
2,CJ McCollum,30:10,4,10,.400,3,8,.375,1,2,.500,0,5,5,7,1,0,2,2,12,-13
3,Jonas Valančiūnas,25:39,5,11,.455,1,3,.333,6,6,1.000,2,4,6,1,0,0,0,3,17,-9
4,Herbert Jones,19:11,3,4,.750,2,2,1.000,0,0,,0,1,1,1,0,1,1,1,8,-2
5,player,,,,,,,,,,,,,,,,,,,,
6,Trey Murphy III,27:33,2,9,.222,2,8,.250,0,0,,0,3,3,4,2,0,0,0,6,-18
7,Larry Nance Jr.,20:25,5,6,.833,3,4,.750,0,0,,0,2,2,1,2,1,1,1,13,-9
8,Jose Alvarado,16:34,3,7,.429,2,3,.667,2,2,1.000,1,0,1,1,1,0,1,0,10,-2
9,Dyson Daniels,15:24,1,4,.250,0,2,.000,0,2,.000,2,2,4,3,3,0,0,0,2,+7
10,Naji Marshall,12:03,2,5,.400,0,2,.000,2,2,1.000,1,1,2,0,0,0,0,0,6,-5
11,Jordan Hawkins,1:56,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,+6
12,E.J. Liddell,1:56,0,0,,0,0,,0,0,,0,1,1,1,0,0,0,0,0,+6
13,Cody Zeller,Did Not Play,,,,,,,,,,,,,,,,,,,
