,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Tyrese Maxey,36:12,.583,.556,.333,.111,6.3,7.8,7.1,42.7,0.0,2.5,13.7,25.2,127,112,8.7
1,Kelly Oubre Jr.,35:12,.647,.639,.389,.167,0.0,8.0,4.4,0.0,0.0,2.5,0.0,22.9,139,111,4.7
2,Tobias Harris,34:28,.765,.700,.100,.400,6.6,21.8,15.0,8.4,1.5,0.0,20.3,17.9,130,102,3.3
3,Joel Embiid,30:57,.644,.583,.167,.278,11.1,24.3,18.3,16.0,0.0,2.9,16.5,32.7,121,103,8.8
4,De'Anthony Melton,25:15,.368,.400,.700,.200,9.1,0.0,4.1,20.4,2.0,3.5,15.5,21.3,90,110,-2.0
5,player,,,,,,,,,,,,,,,,
6,Robert Covington,18:08,.258,.000,1.000,.667,6.3,15.6,11.4,0.0,5.6,4.9,34.0,13.5,50,93,-6.1
7,Furkan Korkmaz,17:42,1.250,1.250,.500,.000,0.0,10.6,5.8,7.2,2.8,0.0,33.3,7.1,144,105,4.9
8,Paul Reed,14:38,.500,.500,.000,.000,7.8,25.7,17.6,9.0,0.0,0.0,0.0,11.4,129,103,-2.0
9,Patrick Beverley,11:59,.000,.000,1.000,.000,9.5,23.6,17.2,9.3,0.0,0.0,0.0,3.5,101,104,-4.5
10,Jaden Springer,10:38,.250,.250,.250,.000,10.7,17.7,14.6,23.5,0.0,8.4,20.0,19.6,77,103,-3.5
11,Mo Bamba,2:25,.000,.000,.000,.000,94.6,0.0,42.7,0.0,0.0,0.0,0.0,34.6,66,116,-40.1
12,KJ Martin,2:25,,,,,0.0,0.0,0.0,0.0,0.0,0.0,100.0,17.3,0,116,-32.7
13,Danuel House Jr.,Did Not Play,,,,,,,,,,,,,,,
14,Marcus Morris,Did Not Play,,,,,,,,,,,,,,,
