,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Coby White,38:08,.475,.367,.333,.600,3.1,7.6,5.5,13.2,1.3,6.6,27.0,30.2,76,116,-5.4
1,DeMar DeRozan,38:07,.375,.375,.125,.000,0.0,15.1,8.3,12.1,2.6,3.3,20.0,11.7,71,111,-5.7
2,Nikola Vučević,37:04,.447,.447,.368,.000,0.0,25.9,14.2,21.0,0.0,0.0,9.5,25.2,86,114,-2.4
3,Zach LaVine,34:40,.607,.607,.429,.000,0.0,11.1,6.1,21.9,0.0,0.0,17.6,21.8,100,121,-0.7
4,Alex Caruso,30:52,.556,.556,.556,.000,0.0,9.3,5.1,16.2,4.8,4.1,18.2,15.8,94,107,4.6
5,player,,,,,,,,,,,,,,,,
6,Andre Drummond,22:13,.840,1.000,.000,1.333,15.8,30.2,23.7,7.6,4.4,11.4,29.6,13.5,125,95,7.9
7,Ayo Dosunmu,19:13,.601,.500,.286,.429,6.1,10.0,8.2,27.2,0.0,0.0,0.0,19.2,136,121,4.4
8,Jevon Carter,11:02,.625,.625,.750,.000,10.6,8.7,9.6,0.0,0.0,0.0,0.0,16.1,125,122,1.3
9,Terry Taylor,4:47,.000,.000,1.000,.000,0.0,20.1,11.0,0.0,0.0,0.0,0.0,9.3,0,117,-16.7
10,Dalen Terry,3:54,.000,.000,.667,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.2,0,126,-35.1
11,Torrey Craig,Did Not Dress,,,,,,,,,,,,,,,
12,Patrick Williams,Did Not Dress,,,,,,,,,,,,,,,
