,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Patrick Williams,37:31,.739,.714,.357,.143,2.4,12.8,6.8,13.5,2.6,0.0,0.0,16.7,156,120,8.5
1,DeMar DeRozan,37:25,.466,.368,.158,.421,0.0,16.0,6.8,20.7,2.6,0.0,4.3,26.5,104,120,0.4
2,Coby White,33:04,.385,.316,.316,.211,0.0,18.1,7.7,8.9,0.0,0.0,8.8,29.1,80,125,-10.6
3,Alex Caruso,32:25,.682,.682,.636,.000,5.5,18.5,11.0,9.5,1.5,0.0,8.3,15.6,132,122,3.8
4,Andre Drummond,21:07,.325,.333,.000,.444,29.5,51.1,38.7,0.0,2.3,0.0,8.5,23.5,90,115,-9.7
5,player,,,,,,,,,,,,,,,,
6,Ayo Dosunmu,33:21,.472,.467,.133,.133,2.7,14.4,7.7,14.4,0.0,0.0,0.0,20.1,108,126,-4.2
7,Dalen Terry,17:43,.773,.667,.000,.667,5.0,13.5,8.6,7.8,2.7,18.9,34.0,14.0,109,106,6.5
8,Terry Taylor,14:03,.500,.500,.500,.000,6.3,0.0,3.6,9.3,0.0,0.0,0.0,6.0,132,127,-7.7
9,Jevon Carter,12:00,.000,.000,.600,.000,0.0,0.0,0.0,20.0,0.0,9.3,0.0,17.6,23,121,-15.4
10,Julian Phillips,0:50,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,128,-8.5
11,Adama Sanogo,0:31,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,128,-10.3
12,Torrey Craig,Did Not Dress,,,,,,,,,,,,,,,
