,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,D'Angelo Russell,39:57,.571,.524,.476,.286,5.6,10.6,7.8,35.1,0.0,2.0,17.5,29.5,114,132,-0.5
1,Anthony Davis,35:47,.623,.600,.050,.100,12.5,31.6,20.9,9.3,0.0,0.0,4.6,25.2,132,132,0.0
2,Austin Reaves,33:56,.429,.429,.571,.000,0.0,8.3,3.7,18.6,2.8,2.3,17.6,20.6,88,125,-7.1
3,Taurean Prince,32:35,.527,.500,.600,.100,0.0,13.0,5.7,7.5,2.9,2.4,8.7,14.4,109,125,-2.4
4,Rui Hachimura,29:44,.688,.688,.125,.000,3.8,9.5,6.3,8.7,1.6,2.6,0.0,11.1,151,128,1.5
5,player,,,,,,,,,,,,,,,,
6,Jarred Vanderbilt,25:09,.510,.400,.100,.400,26.6,16.8,22.3,10.2,5.7,3.1,14.5,22.5,117,117,1.6
7,Cam Reddish,16:25,.666,.800,.800,.800,0.0,0.0,0.0,8.1,2.9,14.4,12.9,19.4,112,114,9.8
8,Christian Wood,13:33,.714,1.000,.000,2.500,0.0,72.9,32.2,28.0,0.0,0.0,19.2,15.8,126,128,7.7
9,Max Christie,10:09,.000,.000,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1,0,135,-13.4
10,Jaxson Hayes,0:55,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,135,-10.1
11,Jalen Hood-Schifino,0:55,,,,,0.0,0.0,0.0,0.0,0.0,0.0,100.0,44.9,0,135,-59.1
12,Maxwell Lewis,0:55,1.000,1.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.9,200,135,33.9
