,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
0,Stephen Curry,27:42,6,15,.400,1,8,.125,3,3,1.000,0,3,3,6,0,0,2,2,16,-17
1,Andrew Wiggins,25:18,4,11,.364,0,3,.000,3,4,.750,2,2,4,1,0,1,2,1,11,-14
2,Klay Thompson,24:58,8,17,.471,6,10,.600,1,1,1.000,1,2,3,1,0,1,2,3,23,-24
3,Kevon Looney,17:01,3,5,.600,0,0,,0,0,,1,5,6,2,1,0,2,4,6,-5
4,Chris Paul,16:42,1,2,.500,0,1,.000,4,4,1.000,0,2,2,6,0,0,1,1,6,-18
5,player,,,,,,,,,,,,,,,,,,,,
6,Brandin Podziemski,23:26,4,9,.444,1,3,.333,1,2,.500,2,2,4,2,3,0,0,1,10,+20
7,Moses Moody,22:31,4,8,.500,0,1,.000,0,1,.000,1,8,9,1,0,1,1,5,8,-3
8,Dario Šarić,22:09,6,9,.667,2,3,.667,3,5,.600,2,4,6,4,2,0,1,4,17,+12
9,Jonathan Kuminga,20:51,3,7,.429,0,1,.000,1,2,.500,0,1,1,2,1,0,0,5,7,-1
10,Cory Joseph,16:10,1,3,.333,0,2,.000,1,2,.500,0,0,0,4,2,0,1,3,3,+12
11,Trayce Jackson-Davis,14:54,2,3,.667,0,0,,2,5,.400,2,2,4,0,1,0,1,3,6,-5
12,Gui Santos,8:14,1,1,1.000,0,0,,0,0,,0,1,1,0,0,0,2,2,2,+3
13,Draymond Green,Player Suspended,,,,,,,,,,,,,,,,,,,
