,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
0,Jacob Gilyard,36:15,5,10,.500,3,7,.429,0,0,,0,2,2,6,2,0,3,2,13,-31
1,GG Jackson II,36:14,8,24,.333,2,10,.200,0,0,,2,5,7,1,2,0,4,0,18,-35
2,David Roddy,32:34,6,16,.375,0,5,.000,2,3,.667,1,7,8,1,0,0,3,0,14,-38
3,Luke Kennard,24:35,4,8,.500,3,5,.600,0,0,,0,2,2,2,0,0,3,3,11,-22
4,Trey Jemison,23:21,2,5,.400,0,0,,2,2,1.000,2,3,5,0,0,2,3,3,6,-24
5,player,,,,,,,,,,,,,,,,,,,,
6,Matthew Hurt,30:21,3,11,.273,0,6,.000,1,1,1.000,3,1,4,2,0,1,0,1,7,-16
7,Tosan Evbuomwan,29:28,1,7,.143,1,3,.333,0,0,,7,5,12,3,0,0,1,2,3,-23
8,Scotty Pippen Jr.,27:11,6,11,.545,2,2,1.000,5,6,.833,1,5,6,4,1,0,3,4,19,-11
9,Santi Aldama,Did Not Dress,,,,,,,,,,,,,,,,,,,
10,John Konchar,Did Not Dress,,,,,,,,,,,,,,,,,,,
11,Derrick Rose,Did Not Dress,,,,,,,,,,,,,,,,,,,
12,Vince Williams Jr.,Did Not Dress,,,,,,,,,,,,,,,,,,,
