,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
0,Mikal Bridges,43:37,16,31,.516,2,6,.333,11,12,.917,3,7,10,4,2,0,1,2,45,-12
1,Spencer Dinwiddie,41:48,9,23,.391,3,8,.375,5,5,1.000,2,4,6,12,0,0,4,3,26,+8
2,Dorian Finney-Smith,38:22,3,7,.429,2,5,.400,0,0,,3,5,8,1,0,0,1,3,8,-5
3,Cameron Johnson,38:19,8,13,.615,5,8,.625,2,2,1.000,2,3,5,5,2,0,2,1,23,+12
4,Nic Claxton,36:39,10,15,.667,0,0,,2,2,1.000,7,4,11,3,1,3,2,6,22,-6
5,player,,,,,,,,,,,,,,,,,,,,
6,Royce O'Neale,20:44,0,3,.000,0,2,.000,0,2,.000,0,3,3,1,1,1,1,3,0,-5
7,Lonnie Walker IV,16:10,3,7,.429,2,4,.500,0,1,.000,0,2,2,1,0,1,1,1,8,0
8,Trendon Watford,15:23,3,8,.375,1,2,.500,0,0,,1,6,7,1,0,0,3,3,7,-6
9,Day'Ron Sharpe,13:56,3,6,.500,0,0,,0,0,,4,3,7,0,2,1,1,2,6,+4
10,Armoni Brooks,Did Not Play,,,,,,,,,,,,,,,,,,,
11,Harry Giles,Did Not Play,,,,,,,,,,,,,,,,,,,
12,Dennis Smith Jr.,Not With Team,,,,,,,,,,,,,,,,,,,
