,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Jarrett Allen,40:29,.882,.882,.000,.000,8.3,28.8,17.8,22.8,0.0,4.6,0.0,17.5,180,118,15.5
1,Max Strus,36:29,.333,.333,.611,.000,3.1,10.7,6.6,6.2,5.1,5.2,5.3,21.7,72,109,-3.5
2,Donovan Mitchell,36:02,.687,.652,.435,.174,3.1,18.0,10.0,39.5,2.6,2.6,7.5,31.0,134,115,16.2
3,Isaac Okoro,29:49,.680,.600,.200,.400,0.0,8.7,4.0,10.9,1.6,3.2,14.5,9.6,126,119,-1.5
4,Dean Wade,17:04,.000,.000,.667,.000,0.0,38.0,17.6,5.7,2.7,0.0,40.0,12.2,11,114,-13.9
5,player,,,,,,,,,,,,,,,,
6,Caris LeVert,28:07,.214,.214,.429,.000,0.0,4.6,2.1,15.6,1.7,0.0,12.5,23.8,51,121,-16.5
7,Craig Porter Jr.,15:12,.670,.650,.300,.100,0.0,8.5,3.9,10.5,3.1,0.0,0.0,28.7,131,118,10.1
8,Sam Merrill,14:55,.375,.375,1.000,.000,0.0,0.0,0.0,7.0,0.0,0.0,0.0,11.2,86,126,-9.8
9,Georges Niang,14:20,.143,.143,.857,.000,0.0,0.0,0.0,0.0,3.3,6.6,0.0,20.4,31,113,-16.7
10,Tristan Thompson,7:33,.347,.500,.000,1.000,29.6,68.7,47.7,14.9,0.0,0.0,0.0,15.9,109,115,-3.7
11,Ty Jerome,Did Not Dress,,,,,,,,,,,,,,,
12,Damian Jones,Did Not Play,,,,,,,,,,,,,,,
