,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
0,Jordan Poole,31:29,5,12,.417,1,5,.200,0,0,,0,1,1,4,2,1,4,2,11,-10
1,Deni Avdija,29:35,4,8,.500,1,3,.333,4,4,1.000,0,5,5,7,0,0,2,1,13,-4
2,Kyle Kuzma,29:30,10,19,.526,4,8,.500,3,4,.750,0,7,7,4,1,1,2,1,27,-6
3,Tyus Jones,26:08,2,6,.333,2,5,.400,0,0,,0,0,0,4,1,0,1,0,6,+1
4,Daniel Gafford,23:37,5,6,.833,0,0,,3,4,.750,2,5,7,0,1,2,1,3,13,-4
5,player,,,,,,,,,,,,,,,,,,,,
6,Bilal Coulibaly,31:50,6,9,.667,4,6,.667,0,2,.000,1,4,5,1,1,1,2,3,16,-30
7,Corey Kispert,21:09,4,7,.571,3,6,.500,1,2,.500,0,3,3,0,0,1,1,2,12,-35
8,Danilo Gallinari,15:33,2,6,.333,1,3,.333,4,4,1.000,0,1,1,1,0,0,1,0,9,-20
9,Jared Butler,13:05,2,4,.500,2,4,.500,2,2,1.000,0,1,1,4,1,0,1,1,8,-4
10,Anthony Gill,9:46,1,2,.500,0,1,.000,0,0,,0,2,2,2,0,0,0,2,2,-4
11,Patrick Baldwin Jr.,4:09,1,1,1.000,1,1,1.000,2,2,1.000,0,0,0,1,0,0,0,1,5,+8
12,Mike Muscala,4:09,0,2,.000,0,2,.000,0,0,,0,1,1,0,0,0,0,0,0,+8
