,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
0,Spencer Dinwiddie,38:22,7,17,.412,3,9,.333,7,8,.875,2,3,5,7,1,0,2,4,24,+9
1,Royce O'Neale,35:57,7,11,.636,6,10,.600,0,0,,0,9,9,4,1,0,1,2,20,+11
2,Mikal Bridges,35:44,5,7,.714,4,6,.667,1,2,.500,0,2,2,6,0,0,2,0,15,-7
3,Dorian Finney-Smith,34:26,3,10,.300,3,7,.429,0,0,,0,4,4,1,2,1,1,3,9,-17
4,Cameron Johnson,22:04,4,8,.500,2,5,.400,0,0,,2,2,4,6,0,0,0,2,10,-1
5,player,,,,,,,,,,,,,,,,,,,,
6,Day'Ron Sharpe,26:48,4,7,.571,0,2,.000,1,2,.500,3,6,9,3,0,1,1,4,9,+31
7,Lonnie Walker IV,25:00,6,13,.462,6,10,.600,2,2,1.000,0,1,1,0,2,0,2,1,20,+23
8,Trendon Watford,17:09,5,8,.625,1,2,.500,0,1,.000,1,3,4,2,1,0,0,2,11,-2
9,Armoni Brooks,4:29,0,2,.000,0,2,.000,0,0,,0,1,1,0,0,0,0,1,0,-2
10,Nic Claxton,Did Not Dress,,,,,,,,,,,,,,,,,,,
11,Noah Clowney,Did Not Play,,,,,,,,,,,,,,,,,,,
12,Harry Giles,Did Not Play,,,,,,,,,,,,,,,,,,,
13,Jalen Wilson,Did Not Play,,,,,,,,,,,,,,,,,,,
