,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
0,Jalen Williams,36:36,11,14,.786,4,5,.800,1,2,.500,0,3,3,8,2,2,2,6,27,+16
1,Shai Gilgeous-Alexander,34:41,8,15,.533,0,1,.000,15,17,.882,1,5,6,6,1,1,4,4,31,-1
2,Cason Wallace,32:29,6,7,.857,4,5,.800,0,0,,2,2,4,1,1,1,1,3,16,-1
3,Chet Holmgren,31:55,6,16,.375,2,6,.333,1,2,.500,0,5,5,5,0,4,3,3,15,+2
4,Josh Giddey,30:16,8,16,.500,1,5,.200,3,3,1.000,1,9,10,6,1,0,2,3,20,+10
5,player,,,,,,,,,,,,,,,,,,,,
6,Aaron Wiggins,22:26,1,3,.333,0,1,.000,2,2,1.000,0,2,2,5,0,1,0,3,4,+5
7,Kenrich Williams,17:00,4,7,.571,1,3,.333,0,0,,1,3,4,2,1,0,1,2,9,-4
8,Isaiah Joe,11:45,2,4,.500,2,4,.500,0,0,,1,1,2,1,0,0,0,1,6,-9
9,Jaylin Williams,10:42,0,1,.000,0,1,.000,0,0,,1,1,2,0,2,1,1,2,0,+2
10,Vasilije Micić,8:57,2,2,1.000,0,0,,2,2,1.000,0,0,0,1,0,0,1,1,6,+7
11,Lindy Waters III,3:11,0,1,.000,0,1,.000,0,0,,0,0,0,1,0,0,0,1,0,-2
12,Dāvis Bertāns,Did Not Play,,,,,,,,,,,,,,,,,,,
13,Tre Mann,Did Not Play,,,,,,,,,,,,,,,,,,,
14,Aleksej Pokusevski,Did Not Play,,,,,,,,,,,,,,,,,,,
15,Olivier Sarr,Did Not Play,,,,,,,,,,,,,,,,,,,
