,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
0,Mikal Bridges,5:00,4,8,.500,1,1,1.000,2,2,1.000,0,0,0,0,0,0,0,0,11,-2
1,Spencer Dinwiddie,5:00,1,2,.500,0,0,,1,1,1.000,0,1,1,1,0,0,0,0,3,-2
2,Dorian Finney-Smith,5:00,0,0,,0,0,,0,0,,1,1,2,0,0,0,1,1,0,-2
3,Cameron Johnson,3:00,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0,+1
4,Nic Claxton,4:55,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,0,2,0,-4
5,player,,,,,,,,,,,,,,,,,,,,
6,Royce O'Neale,2:00,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0,-3
7,Lonnie Walker IV,0:05,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,+2
8,Trendon Watford, ,,,,,,,,,,,,,,,,,,,
9,Day'Ron Sharpe, ,,,,,,,,,,,,,,,,,,,
10,Armoni Brooks,Did Not Play,,,,,,,,,,,,,,,,,,,
11,Harry Giles,Did Not Play,,,,,,,,,,,,,,,,,,,
12,Dennis Smith Jr.,Not With Team,,,,,,,,,,,,,,,,,,,
