,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Bennedict Mathurin,36:59,.842,.786,.143,.714,0.0,16.2,8.4,15.7,2.4,0.0,21.4,25.8,135,124,6.9
1,Pascal Siakam,35:27,.674,.700,.200,.200,11.0,10.2,10.6,8.3,2.5,0.0,23.5,24.6,107,125,-2.6
2,Isaiah Jackson,27:10,.512,.375,.000,.500,9.6,26.5,18.4,8.7,3.3,0.0,17.0,17.7,105,120,-3.8
3,Aaron Nesmith,26:47,.429,.429,.286,.000,4.8,13.4,9.3,8.8,1.7,3.2,12.5,12.2,95,123,-6.7
4,T.J. McConnell,22:49,.765,.700,.200,.400,5.7,10.5,8.2,37.1,3.9,0.0,14.5,12.3,159,122,9.1
5,player,,,,,,,,,,,,,,,,
6,Buddy Hield,28:23,.654,.654,.615,.000,0.0,16.9,8.8,19.8,3.1,0.0,0.0,18.7,142,122,6.5
7,Tyrese Haliburton,21:32,.670,.650,.300,.100,6.0,11.1,8.7,6.8,2.1,0.0,32.4,29.3,90,126,-7.6
8,Obi Toppin,17:46,.436,.417,.667,.333,0.0,27.0,14.0,6.7,2.5,4.8,12.7,18.1,85,119,-4.5
9,Ben Sheppard,16:25,.509,.417,.833,.333,0.0,7.3,3.8,0.0,0.0,0.0,0.0,17.1,110,131,-6.4
10,Jarace Walker,6:35,.000,.000,1.000,.000,0.0,18.2,9.5,0.0,0.0,13.0,66.7,18.6,0,119,-20.7
11,Andrew Nembhard,0:06,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,132,-8.4
12,Kendall Brown,Did Not Play,,,,,,,,,,,,,,,
13,James Johnson,Did Not Play,,,,,,,,,,,,,,,
14,Jalen Smith,Did Not Dress,,,,,,,,,,,,,,,
15,Oscar Tshiebwe,Did Not Play,,,,,,,,,,,,,,,
