,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Lauri Markkanen,33:53,.656,.600,.400,.267,0.0,18.6,8.0,4.8,0.0,0.0,19.3,24.0,108,133,-5.1
1,John Collins,30:32,.661,.633,.133,.133,12.3,41.4,24.7,5.9,1.6,0.0,0.0,20.4,149,127,3.1
2,Walker Kessler,27:17,.727,.667,.000,.333,17.2,18.5,17.8,10.4,3.5,11.9,0.0,9.9,174,113,9.1
3,Collin Sexton,24:25,.539,.567,.400,.400,7.7,10.3,8.8,57.7,0.0,3.3,22.1,36.3,102,130,1.8
4,Kris Dunn,23:55,.571,.571,.429,.286,3.9,15.8,9.0,17.2,6.0,0.0,11.3,14.5,122,120,2.9
5,player,,,,,,,,,,,,,,,,
6,Jordan Clarkson,32:02,.505,.458,.667,.167,2.9,0.0,1.7,17.1,0.0,0.0,0.0,15.7,132,135,-3.3
7,Keyonte George,30:27,.431,.364,.455,.364,0.0,0.0,0.0,27.3,1.6,0.0,7.3,17.7,111,131,-5.4
8,Taylor Hendricks,17:30,.300,.300,.400,.000,10.8,43.3,24.7,7.2,0.0,4.6,28.6,15.7,68,126,-9.7
9,Talen Horton-Tucker,13:42,.351,.167,.333,1.500,20.6,9.2,15.7,18.7,0.0,0.0,0.0,28.5,107,133,-8.7
10,Johnny Juzang,1:41,.000,.000,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.3,0,135,-33.4
11,Luka Šamanić,1:41,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,135,-9.6
12,Omer Yurtseven,1:41,.000,.000,.000,.000,0.0,100.0,64.1,0.0,0.0,48.3,50.0,46.5,0,74,-30.1
13,Jason Preston,1:14,,,,,76.3,0.0,43.7,0.0,0.0,0.0,100.0,31.7,43,135,-25.2
14,Micah Potter,Did Not Play,,,,,,,,,,,,,,,
