,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
0,Shai Gilgeous-Alexander,28:24,8,18,.444,1,3,.333,13,14,.929,0,9,9,5,4,0,2,4,30,+30
1,Jalen Williams,28:24,3,9,.333,1,3,.333,3,4,.750,0,4,4,5,2,1,0,2,10,+14
2,Chet Holmgren,24:54,7,14,.500,2,4,.500,1,1,1.000,2,4,6,2,1,7,2,2,17,+13
3,Josh Giddey,23:48,6,12,.500,0,4,.000,4,4,1.000,3,9,12,4,1,0,1,0,16,+16
4,Luguentz Dort,21:18,4,7,.571,3,6,.500,0,0,,0,2,2,2,0,1,0,2,11,+24
5,player,,,,,,,,,,,,,,,,,,,,
6,Isaiah Joe,19:28,2,5,.400,1,3,.333,0,0,,1,3,4,3,1,0,0,1,5,+11
7,Ousmane Dieng,19:18,2,5,.400,0,2,.000,0,0,,1,1,2,2,0,0,0,1,4,-9
8,Cason Wallace,16:49,3,6,.500,1,4,.250,0,0,,0,2,2,2,0,0,1,1,7,+12
9,Kenrich Williams,15:29,2,3,.667,2,3,.667,0,0,,0,4,4,3,0,0,1,0,6,+26
10,Aaron Wiggins,11:44,1,4,.250,0,0,,0,0,,1,1,2,1,1,0,1,0,2,-8
11,Jaylin Williams,9:12,1,3,.333,0,1,.000,0,0,,1,2,3,0,1,0,2,2,2,0
12,Vasilije Micić,7:18,0,1,.000,0,1,.000,0,0,,0,0,0,0,0,1,1,0,0,-10
13,Olivier Sarr,6:57,3,5,.600,0,2,.000,0,0,,1,2,3,0,0,0,0,3,6,-12
14,Tre Mann,6:57,0,0,,0,0,,0,0,,0,0,0,2,0,0,1,0,0,-12
15,Dāvis Bertāns,Did Not Play,,,,,,,,,,,,,,,,,,,
