,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Alperen Şengün,38:25,.650,.548,.048,.810,10.9,19.9,15.3,35.3,1.3,2.4,6.6,35.1,139,108,16.4
1,Jabari Smith Jr.,37:16,.849,.857,.357,.214,11.2,20.5,15.7,11.6,1.4,2.5,6.1,19.4,161,108,14.9
2,Fred VanVleet,35:45,.406,.364,.636,.273,0.0,0.0,0.0,13.0,1.4,0.0,7.5,16.5,92,116,-5.9
3,Dillon Brooks,27:44,.357,.357,.571,.000,0.0,19.7,9.6,27.4,1.8,0.0,12.5,12.8,92,109,-1.8
4,Jalen Green,22:29,.423,.250,.500,.750,0.0,19.4,9.5,13.9,2.3,0.0,32.0,30.8,67,108,-12.6
5,player,,,,,,,,,,,,,,,,
6,Jeff Green,21:26,.333,.333,.333,.000,4.9,10.2,7.5,13.7,0.0,0.0,0.0,6.2,112,116,-3.3
7,Tari Eason,20:25,.364,.364,.182,.000,10.2,10.7,10.4,0.0,5.0,0.0,0.0,23.9,89,104,-8.3
8,Aaron Holiday,15:17,.868,.750,1.000,1.000,0.0,7.1,3.5,9.9,3.3,0.0,25.8,11.2,133,110,4.3
9,Jae'Sean Tate,10:44,.250,.250,.500,.000,19.4,30.5,24.8,0.0,0.0,0.0,0.0,16.5,85,108,-10.9
10,Amen Thompson,10:29,.362,.000,1.000,4.000,0.0,0.0,0.0,0.0,4.9,0.0,0.0,11.7,83,109,-3.7
11,Nate Hinton,Did Not Play,,,,,,,,,,,,,,,
12,Jock Landale,Did Not Play,,,,,,,,,,,,,,,
13,Boban Marjanović,Did Not Play,,,,,,,,,,,,,,,
14,Jermaine Samuels,Did Not Play,,,,,,,,,,,,,,,
15,Cam Whitmore,Did Not Play,,,,,,,,,,,,,,,
