,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
0,Kyrie Irving,29:01,13,20,.650,7,10,.700,2,2,1.000,1,5,6,7,0,1,1,1,35,+9
1,Luka Dončić,27:59,11,18,.611,4,9,.444,4,5,.800,0,4,4,9,1,0,2,0,30,+14
2,Dereck Lively II,26:16,4,5,.800,0,0,,2,4,.500,1,1,2,0,1,2,1,5,10,+13
3,Derrick Jones Jr.,21:34,2,6,.333,2,6,.333,1,2,.500,0,1,1,2,0,0,1,0,7,+8
4,Grant Williams,21:30,0,4,.000,0,2,.000,0,0,,1,1,2,1,1,2,0,1,0,+19
5,player,,,,,,,,,,,,,,,,,,,,
6,Tim Hardaway Jr.,28:10,4,14,.286,3,10,.300,4,4,1.000,0,9,9,2,0,0,0,1,15,+14
7,Josh Green,27:47,5,11,.455,3,7,.429,0,0,,0,2,2,3,2,0,1,1,13,+11
8,Dwight Powell,17:57,3,4,.750,0,0,,1,2,.500,3,7,10,2,1,0,0,4,7,+7
9,Dante Exum,13:05,3,6,.500,0,0,,0,0,,0,1,1,1,1,1,0,2,6,+6
10,Jaden Hardy,7:01,3,6,.500,1,4,.250,0,0,,1,1,2,2,0,0,0,1,7,-3
11,Olivier-Maxence Prosper,6:03,1,3,.333,0,2,.000,2,2,1.000,0,0,0,0,0,0,0,2,4,-11
12,Seth Curry,6:03,0,2,.000,0,1,.000,0,0,,1,0,1,0,0,0,0,0,0,-11
13,Richaun Holmes,3:47,1,1,1.000,0,0,,0,0,,0,1,1,0,0,0,0,1,2,-8
14,Markieff Morris,3:47,0,2,.000,0,2,.000,0,0,,0,1,1,0,0,0,0,0,0,-8
