,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
0,CJ McCollum,34:41,4,15,.267,2,7,.286,2,2,1.000,1,5,6,3,2,0,4,4,12,-20
1,Brandon Ingram,33:32,5,9,.556,0,0,,2,5,.400,0,4,4,9,0,2,5,3,12,-15
2,Herbert Jones,28:30,6,12,.500,2,7,.286,0,0,,0,4,4,1,0,1,2,4,14,-17
3,Trey Murphy III,28:11,2,7,.286,1,6,.167,1,2,.500,0,7,7,1,0,0,0,1,6,-16
4,Jonas Valančiūnas,20:29,6,12,.500,0,0,,2,2,1.000,5,4,9,0,0,0,2,1,14,-7
5,player,,,,,,,,,,,,,,,,,,,,
6,Larry Nance Jr.,21:32,2,3,.667,0,0,,0,0,,1,4,5,3,1,1,0,1,4,-10
7,Jordan Hawkins,19:53,2,5,.400,2,4,.500,3,3,1.000,0,1,1,4,0,0,1,1,9,-8
8,Dyson Daniels,17:20,2,4,.500,1,1,1.000,0,0,,1,0,1,0,0,1,4,0,5,-11
9,Naji Marshall,13:05,0,4,.000,0,3,.000,0,0,,0,1,1,0,1,0,1,1,0,-10
10,Jose Alvarado,12:26,2,7,.286,1,6,.167,0,0,,0,2,2,3,2,0,1,0,5,-3
11,Jeremiah Robinson-Earl,3:27,1,3,.333,0,1,.000,0,0,,0,0,0,0,1,0,0,0,2,-1
12,E.J. Liddell,3:27,0,1,.000,0,1,.000,0,0,,0,0,0,0,2,0,0,0,0,-1
13,Cody Zeller,3:27,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0,-1
14,Zion Williamson,Did Not Play,,,,,,,,,,,,,,,,,,,
