,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
0,Nick Richards,38:08,4,8,.500,0,0,,4,6,.667,6,9,15,3,1,3,3,1,12,-4
1,Miles Bridges,37:38,8,23,.348,2,12,.167,4,4,1.000,2,5,7,2,2,3,1,2,22,-5
2,Gordon Hayward,31:18,4,7,.571,0,0,,0,0,,0,6,6,4,1,2,4,2,8,-3
3,Ish Smith,26:29,1,4,.250,0,0,,2,2,1.000,1,2,3,8,0,0,2,2,4,-12
4,Brandon Miller,10:45,2,5,.400,0,2,.000,0,0,,0,1,1,2,0,0,3,1,4,-4
5,player,,,,,,,,,,,,,,,,,,,,
6,P.J. Washington,28:18,6,20,.300,1,7,.143,7,9,.778,1,7,8,2,4,2,2,1,20,-10
7,Nick Smith Jr.,25:24,6,12,.500,5,7,.714,2,2,1.000,1,2,3,2,0,0,1,2,19,+6
8,Bryce McGowens,18:23,0,4,.000,0,0,,0,0,,2,1,3,0,0,0,0,1,0,-4
9,Cody Martin,17:03,3,5,.600,0,0,,0,0,,0,0,0,0,0,0,1,1,6,+5
10,Nathan Mensah,6:34,0,0,,0,0,,0,0,,0,1,1,0,0,1,0,2,0,-4
11,Amari Bailey,Did Not Play,,,,,,,,,,,,,,,,,,,
12,Leaky Black,Did Not Play,,,,,,,,,,,,,,,,,,,
13,James Bouknight,Did Not Play,,,,,,,,,,,,,,,,,,,
14,Terry Rozier,Did Not Dress,,,,,,,,,,,,,,,,,,,
15,JT Thor,Did Not Play,,,,,,,,,,,,,,,,,,,
