,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,P.J. Washington,38:55,.444,.406,.563,.125,2.7,18.0,9.9,18.8,5.2,0.0,10.6,21.8,96,111,-1.4
1,Brandon Miller,36:41,.415,.375,.313,.125,0.0,9.6,4.5,0.0,0.0,2.3,15.1,24.4,72,124,-15.9
2,Bryce McGowens,32:16,.651,.556,.556,.444,0.0,18.1,8.5,4.5,1.6,2.6,15.7,17.8,114,118,-1.8
3,Nick Richards,32:16,.850,.800,.000,.400,12.9,21.8,17.1,13.5,0.0,0.0,0.0,8.2,189,122,1.4
4,Terry Rozier,32:05,.527,.500,.400,.100,3.3,7.3,5.2,41.0,4.7,2.6,12.6,33.5,106,115,5.3
5,player,,,,,,,,,,,,,,,,
6,Ish Smith,22:55,.400,.400,.000,.000,0.0,0.0,0.0,6.8,0.0,3.7,9.1,21.6,79,127,-12.3
7,Nick Smith Jr.,20:02,.389,.389,.556,.000,0.0,5.8,2.8,0.0,0.0,4.2,10.0,22.5,72,125,-13.7
8,JT Thor,13:34,1.025,1.000,.000,.500,15.4,8.6,12.2,0.0,0.0,6.2,0.0,8.1,214,123,4.6
9,Leaky Black,11:15,1.000,1.000,.000,.000,18.6,20.8,19.6,14.0,0.0,0.0,0.0,8.0,208,122,4.3
10,James Bouknight,Did Not Play,,,,,,,,,,,,,,,
11,Cody Martin,Did Not Dress,,,,,,,,,,,,,,,
12,Frank Ntilikina,Did Not Dress,,,,,,,,,,,,,,,
