,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,DeMar DeRozan,30:25,.612,.500,.300,.700,0.0,16.6,6.7,16.3,0.0,0.0,7.1,17.9,131,114,-0.5
1,Coby White,28:30,.407,.333,.333,.333,0.0,17.7,7.2,17.7,3.3,0.0,5.5,24.7,96,107,-1.9
2,Andre Drummond,28:24,.373,.385,.077,.308,30.2,31.1,30.6,0.0,1.7,3.4,11.9,22.8,91,106,-4.7
3,Alex Caruso,21:27,.368,.350,.600,.200,4.0,5.9,4.8,14.8,0.0,4.5,15.5,23.2,79,113,-5.0
4,Patrick Williams,10:41,.500,.500,.667,.000,8.0,0.0,4.8,0.0,0.0,0.0,25.0,14.5,86,117,-7.7
5,player,,,,,,,,,,,,,,,,
6,Ayo Dosunmu,31:31,.536,.536,.286,.000,0.0,12.0,4.9,0.0,1.5,0.0,17.6,20.9,90,112,-5.1
7,Jevon Carter,22:50,.409,.409,.727,.000,0.0,5.5,2.2,6.8,8.3,0.0,0.0,18.6,101,98,7.5
8,Dalen Terry,20:47,.381,.286,.429,.286,4.1,42.5,19.7,49.9,0.0,4.6,27.6,20.2,86,107,0.4
9,Terry Taylor,19:36,.000,.000,.400,.000,17.5,6.4,13.0,6.6,2.4,4.9,44.4,17.8,26,107,-16.2
10,Julian Phillips,16:52,.700,.700,.600,.000,0.0,0.0,0.0,0.0,0.0,17.1,0.0,11.5,148,104,7.2
11,Adama Sanogo,8:57,.926,1.000,.000,1.000,19.2,56.5,34.2,0.0,0.0,0.0,18.8,23.0,145,109,14.7
12,Torrey Craig,Did Not Play,,,,,,,,,,,,,,,
