,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
0,Desmond Bane,35:20,8,19,.421,3,9,.333,2,2,1.000,1,0,1,4,0,0,4,1,21,+5
1,Ja Morant,34:46,12,24,.500,0,5,.000,10,12,.833,3,3,6,8,2,1,5,2,34,+12
2,Vince Williams Jr.,34:40,3,6,.500,3,5,.600,0,0,,1,6,7,3,0,1,1,1,9,-8
3,Jaren Jackson Jr.,29:38,6,10,.600,1,3,.333,11,15,.733,1,5,6,0,0,3,2,4,24,-2
4,Bismack Biyombo,21:57,4,5,.800,0,0,,0,0,,0,2,2,0,1,1,1,3,8,+3
5,player,,,,,,,,,,,,,,,,,,,,
6,John Konchar,21:41,0,2,.000,0,2,.000,0,0,,1,7,8,0,0,0,1,3,0,-6
7,Xavier Tillman Sr.,19:45,3,5,.600,1,1,1.000,0,0,,2,4,6,1,1,0,1,3,7,+3
8,Ziaire Williams,17:41,2,5,.400,0,3,.000,0,0,,1,1,2,0,0,0,1,1,4,+1
9,Santi Aldama,15:47,3,4,.750,2,2,1.000,0,0,,2,1,3,0,1,1,0,1,8,-5
10,David Roddy,8:44,0,2,.000,0,1,.000,0,0,,1,0,1,3,0,0,1,0,0,+7
11,Jacob Gilyard,Did Not Play,,,,,,,,,,,,,,,,,,,
12,Derrick Rose,Did Not Play,,,,,,,,,,,,,,,,,,,
