,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
0,Jerami Grant,27:50,8,16,.500,1,4,.250,4,6,.667,0,2,2,0,0,0,1,2,21,-31
1,Anfernee Simons,26:40,4,14,.286,2,7,.286,2,2,1.000,0,4,4,3,0,0,3,2,12,-26
2,Toumani Camara,25:30,2,4,.500,1,3,.333,0,0,,3,3,6,2,1,2,2,3,5,-3
3,Scoot Henderson,24:52,3,8,.375,1,3,.333,1,2,.500,0,3,3,4,1,0,3,2,8,-26
4,Duop Reath,20:45,3,6,.500,1,3,.333,0,0,,1,5,6,0,0,0,0,2,7,-20
5,player,,,,,,,,,,,,,,,,,,,,
6,Ibou Badji,27:15,2,5,.400,0,0,,0,2,.000,3,4,7,3,2,2,1,2,4,-8
7,Shaedon Sharpe,21:57,4,8,.500,0,2,.000,1,1,1.000,1,3,4,4,2,1,1,1,9,-23
8,Kris Murray,16:22,3,10,.300,0,3,.000,3,3,1.000,2,1,3,1,1,0,1,0,9,+6
9,Malcolm Brogdon,13:08,1,5,.200,0,0,,0,0,,0,1,1,0,0,0,1,2,2,-13
10,Rayan Rupert,12:00,2,5,.400,0,1,.000,0,0,,1,4,5,1,0,0,1,0,4,+8
11,Justin Minaya,12:00,1,4,.250,0,2,.000,1,2,.500,1,0,1,1,0,1,1,1,3,+8
12,Matisse Thybulle,11:41,0,1,.000,0,1,.000,0,0,,0,1,1,0,1,1,0,0,0,-12
