,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
0,Mikal Bridges,20:51,9,13,.692,2,3,.667,2,2,1.000,0,1,1,2,0,0,0,0,22,+4
1,Nic Claxton,16:38,3,3,1.000,0,0,,0,0,,1,4,5,1,2,1,2,3,6,0
2,Dorian Finney-Smith,16:02,3,5,.600,3,4,.750,0,0,,1,2,3,1,0,0,1,2,9,+8
3,Cameron Johnson,17:35,3,6,.500,2,5,.400,3,4,.750,1,3,4,3,1,0,0,1,11,+4
4,Spencer Dinwiddie,13:08,0,3,.000,0,1,.000,0,0,,0,0,0,2,0,0,0,0,0,-1
5,player,,,,,,,,,,,,,,,,,,,,
6,Dennis Smith Jr.,15:11,2,4,.500,0,1,.000,4,4,1.000,0,1,1,3,0,1,1,1,8,-10
7,Royce O'Neale,8:35,1,2,.500,1,2,.500,0,0,,0,1,1,0,0,0,0,3,3,-6
8,Cam Thomas,4:48,1,3,.333,0,1,.000,0,0,,0,0,0,0,0,0,0,0,2,-7
9,Day'Ron Sharpe,7:12,1,3,.333,0,0,,0,0,,1,2,3,1,0,1,0,1,2,-2
10,Lonnie Walker IV, ,,,,,,,,,,,,,,,,,,,
11,Trendon Watford, ,,,,,,,,,,,,,,,,,,,
12,Harry Giles,Did Not Play,,,,,,,,,,,,,,,,,,,
