,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
0,Simone Fontecchio,29:00,10,16,.625,3,8,.375,1,1,1.000,0,6,6,2,2,1,1,0,24,+27
1,Lauri Markkanen,24:45,6,12,.500,4,8,.500,1,1,1.000,2,2,4,1,1,1,1,0,17,+8
2,Kris Dunn,20:30,3,4,.750,1,1,1.000,0,0,,0,3,3,7,0,0,2,2,7,-1
3,Collin Sexton,18:53,2,8,.250,0,3,.000,4,4,1.000,1,2,3,6,0,0,1,1,8,+1
4,John Collins,17:38,7,13,.538,0,5,.000,1,1,1.000,0,5,5,1,1,0,0,1,15,-1
5,player,,,,,,,,,,,,,,,,,,,,
6,Keyonte George,28:55,3,8,.375,2,6,.333,6,6,1.000,0,3,3,3,0,0,0,1,14,+38
7,Jordan Clarkson,27:42,8,16,.500,1,6,.167,3,3,1.000,2,8,10,11,1,0,4,4,20,+36
8,Walker Kessler,26:34,5,6,.833,0,1,.000,1,2,.500,0,10,10,0,1,4,1,2,11,+37
9,Kelly Olynyk,19:27,3,3,1.000,1,1,1.000,0,0,,0,5,5,6,3,0,1,3,7,+28
10,Ochai Agbaji,19:00,1,6,.167,0,5,.000,0,0,,1,1,2,0,0,0,1,1,2,+10
11,Luka Šamanić,3:48,1,4,.250,0,0,,0,0,,1,0,1,0,0,0,0,0,2,+1
12,Omer Yurtseven,3:48,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0,+1
13,Talen Horton-Tucker,Did Not Play,,,,,,,,,,,,,,,,,,,
