,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Miles Bridges,37:06,.586,.559,.235,.353,9.2,23.8,16.2,8.0,1.2,2.2,13.3,26.2,108,122,-2.2
1,Terry Rozier,36:41,.656,.667,.267,.267,0.0,3.4,1.6,36.5,1.2,2.2,23.0,25.4,111,124,-0.7
2,Gordon Hayward,32:47,.421,.455,.364,.182,0.0,19.3,9.2,7.7,0.0,2.4,20.2,19.5,69,125,-10.5
3,Mark Williams,21:47,.872,.833,.000,.333,5.2,29.0,16.5,6.7,2.1,3.7,12.7,15.5,153,118,3.1
4,LaMelo Ball,14:37,.583,.583,.500,.000,0.0,8.6,4.1,19.2,0.0,0.0,14.3,20.5,105,128,-5.3
5,player,,,,,,,,,,,,,,,,
6,Brandon Miller,32:43,.758,.727,.273,.455,0.0,19.3,9.2,4.3,1.4,0.0,13.2,19.9,125,123,-1.3
7,P.J. Washington,28:11,.514,.450,.900,.600,0.0,17.9,8.5,8.8,0.0,8.5,7.3,20.7,101,119,-2.7
8,Ish Smith,17:10,.667,.667,.000,.000,0.0,14.7,7.0,29.1,2.6,0.0,25.0,10.0,127,121,-0.4
9,JT Thor,8:56,.750,.750,.750,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.2,131,129,2.3
10,Bryce McGowens,6:20,,,,,18.0,19.9,18.9,17.2,7.1,0.0,100.0,6.8,93,110,-1.4
11,Théo Maledon,3:42,,,,,0.0,0.0,0.0,88.5,0.0,0.0,,0.0,230,129,16.7
12,Leaky Black,Did Not Play,,,,,,,,,,,,,,,
13,Nick Smith Jr.,Did Not Play,,,,,,,,,,,,,,,
