,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
0,Brandon Ingram,31:54,11,17,.647,1,3,.333,3,4,.750,2,5,7,3,1,0,5,4,26,+5
1,CJ McCollum,29:38,4,11,.364,2,7,.286,2,4,.500,0,3,3,7,4,0,1,2,12,+18
2,Zion Williamson,28:05,12,17,.706,0,0,,0,2,.000,1,4,5,2,1,0,0,0,24,+11
3,Herbert Jones,27:32,4,6,.667,2,2,1.000,0,0,,0,2,2,1,0,3,1,5,10,+6
4,Jonas Valančiūnas,20:59,3,7,.429,0,1,.000,2,2,1.000,0,4,4,0,0,0,4,4,8,+5
5,player,,,,,,,,,,,,,,,,,,,,
6,Matt Ryan,25:43,1,8,.125,1,8,.125,0,0,,0,3,3,3,1,1,0,3,3,+8
7,Dyson Daniels,21:46,1,7,.143,0,3,.000,0,4,.000,0,4,4,3,1,0,1,2,2,+11
8,Jordan Hawkins,17:46,3,7,.429,3,6,.500,0,0,,0,4,4,1,0,0,1,0,9,+1
9,Larry Nance Jr.,16:15,0,1,.000,0,0,,0,0,,1,5,6,0,0,1,0,2,0,+7
10,Kira Lewis Jr.,10:10,1,4,.250,0,2,.000,0,0,,0,2,2,0,0,0,0,0,2,-10
11,Cody Zeller,7:44,0,1,.000,0,0,,0,0,,0,1,1,0,0,0,0,0,0,-7
12,E.J. Liddell,2:28,0,1,.000,0,1,.000,0,0,,0,2,2,0,0,0,0,0,0,-10
