,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Scottie Barnes,34:19,.621,.633,.333,.533,3.3,9.3,6.4,40.8,1.4,4.7,13.9,29.5,116,129,5.3
1,Pascal Siakam,34:04,.588,.545,.273,.364,0.0,15.7,8.1,17.1,2.9,0.0,7.3,19.0,113,126,-0.6
2,OG Anunoby,32:39,.438,.438,.500,.000,0.0,6.5,3.4,16.5,0.0,0.0,20.0,14.4,82,136,-10.0
3,Dennis Schröder,31:14,.429,.429,.286,.000,0.0,6.8,3.5,17.4,3.2,0.0,12.5,12.1,91,129,-9.9
4,Jakob Poeltl,25:20,.952,1.000,.000,.286,9.0,25.3,17.4,0.0,3.9,3.2,27.6,20.2,123,118,0.1
5,player,,,,,,,,,,,,,,,,
6,Gary Trent Jr.,20:28,.500,.500,.625,.000,0.0,10.4,5.4,21.3,0.0,0.0,11.1,20.7,93,135,-6.9
7,Malachi Flynn,18:59,.955,1.000,.500,1.000,0.0,22.5,11.6,7.8,0.0,4.2,25.8,19.2,125,128,-0.4
8,Precious Achiuwa,17:20,.571,.571,.286,.286,0.0,12.3,6.4,47.9,0.0,0.0,0.0,21.4,130,134,5.6
9,Chris Boucher,14:44,.565,.625,.750,1.250,0.0,21.7,11.2,0.0,3.3,10.9,13.9,23.0,88,116,-1.9
10,Gradey Dick,2:43,.500,.500,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,85,138,-5.4
11,Jalen McDaniels,2:43,.000,.000,.667,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0,138,-60.1
12,Garrett Temple,2:43,,,,,0.0,0.0,0.0,44.2,0.0,0.0,,0.0,225,138,2.7
13,Thaddeus Young,2:43,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,138,-11.7
14,Otto Porter Jr.,Did Not Play,,,,,,,,,,,,,,,
