,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Eric Gordon,38:22,1.070,1.063,.500,.250,0.0,4.9,2.8,11.6,1.2,2.1,10.1,11.5,184,120,6.5
1,Bradley Beal,36:44,.686,.667,.429,.095,3.4,2.6,2.9,24.3,1.3,0.0,18.6,32.8,114,122,0.0
2,Grayson Allen,35:26,.820,.750,.750,.500,0.0,8.0,4.6,38.5,2.7,2.3,0.0,6.2,195,115,11.0
3,Kevin Durant,35:24,.661,.652,.261,.043,0.0,21.3,12.2,28.7,4.0,4.6,11.3,33.5,120,105,8.7
4,Jusuf Nurkić,27:32,.606,.636,.182,.455,4.6,23.9,15.7,13.1,1.7,0.0,13.2,24.8,111,110,-5.7
5,player,,,,,,,,,,,,,,,,
6,Drew Eubanks,18:10,.615,.625,.000,.500,0.0,36.3,20.8,0.0,2.6,0.0,0.0,24.1,116,102,-5.2
7,Nassir Little,15:59,.750,.750,1.000,.000,0.0,17.7,10.1,6.1,0.0,5.1,0.0,5.6,150,114,-3.4
8,Josh Okogie,14:29,.500,.500,.250,.000,26.2,0.0,11.2,7.3,3.3,0.0,20.0,15.5,117,119,-3.3
9,Bol Bol,14:12,.600,.600,.400,.000,0.0,6.6,3.8,0.0,0.0,11.5,0.0,15.8,111,117,-7.3
10,Udoka Azubuike,1:14,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,126,-8.6
11,Saben Lee,1:14,.000,.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.4,0,126,-48.8
12,Théo Maledon,1:14,.000,.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.4,0,126,-49.7
