,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM,Away,Home,Date
0,Mikal Bridges,32:49,.317,.214,.381,.286,5.0,10.0,7.1,9.4,2.9,0.0,7.8,31.4,75,121,-9.7,New York Knicks,Brooklyn Nets,2023-12-20
1,Cam Thomas,31:59,.542,.556,.389,.056,2.5,3.4,2.9,30.0,0.0,0.0,5.1,24.4,115,129,1.9,New York Knicks,Brooklyn Nets,2023-12-20
2,Spencer Dinwiddie,30:33,.421,.364,.727,.182,0.0,7.1,3.1,9.7,1.6,0.0,14.4,18.3,83,125,-8.8,New York Knicks,Brooklyn Nets,2023-12-20
3,Cameron Johnson,27:48,.693,.714,.429,.071,0.0,15.7,6.7,14.9,0.0,0.0,0.0,20.9,137,125,6.1,New York Knicks,Brooklyn Nets,2023-12-20
4,Nic Claxton,25:42,.600,.600,.000,.000,12.7,17.0,14.5,11.9,0.0,12.0,0.0,7.8,152,117,-0.1,New York Knicks,Brooklyn Nets,2023-12-20
6,Royce O'Neale,27:53,.273,.273,.909,.000,2.9,19.6,10.0,30.8,1.7,8.3,15.4,18.7,75,115,-0.9,New York Knicks,Brooklyn Nets,2023-12-20
7,Dorian Finney-Smith,24:14,.563,.500,.750,.250,0.0,13.5,5.8,0.0,0.0,0.0,10.1,16.4,104,126,-6.9,New York Knicks,Brooklyn Nets,2023-12-20
8,Day'Ron Sharpe,18:34,.514,.429,.000,.571,39.4,35.3,37.6,26.5,2.6,0.0,10.2,21.1,133,114,4.6,New York Knicks,Brooklyn Nets,2023-12-20
9,Trendon Watford,10:55,.581,.667,.333,.333,0.0,30.0,12.8,15.6,0.0,7.1,22.5,16.3,88,116,-3.1,New York Knicks,Brooklyn Nets,2023-12-20
10,Jalen Wilson,5:54,.500,.500,.500,.000,0.0,18.5,7.9,56.4,8.1,0.0,0.0,13.6,137,107,15.7,New York Knicks,Brooklyn Nets,2023-12-20
11,Harry Giles,3:39,.000,.000,.000,.000,0.0,0.0,0.0,0.0,0.0,21.2,50.0,22.0,0,115,-28.9,New York Knicks,Brooklyn Nets,2023-12-20
12,Dennis Smith Jr.,Did Not Dress,New York Knicks,Brooklyn Nets,2023-12-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
