,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Away,Home,Date
0,Jaden Ivey,32:30,6,16,.375,2,5,.400,4,7,.571,2,4,6,6,0,1,3,5,18,-15,Milwaukee Bucks,Detroit Pistons,2024-01-20
1,Bojan Bogdanović,32:02,5,15,.333,3,7,.429,6,8,.750,0,1,1,2,0,0,1,5,19,-29,Milwaukee Bucks,Detroit Pistons,2024-01-20
2,Jalen Duren,30:12,4,8,.500,0,0,,0,0,,2,7,9,1,1,0,1,5,8,-22,Milwaukee Bucks,Detroit Pistons,2024-01-20
3,Killian Hayes,17:38,1,3,.333,0,0,,0,0,,0,1,1,5,1,0,1,3,2,-19,Milwaukee Bucks,Detroit Pistons,2024-01-20
4,Kevin Knox,15:41,1,5,.200,1,2,.500,0,0,,0,3,3,0,1,0,0,3,3,-22,Milwaukee Bucks,Detroit Pistons,2024-01-20
6,Ausar Thompson,32:04,10,15,.667,2,2,1.000,0,0,,5,4,9,1,0,1,1,4,22,+6,Milwaukee Bucks,Detroit Pistons,2024-01-20
7,Alec Burks,29:53,9,20,.450,7,14,.500,8,8,1.000,0,7,7,6,1,0,0,2,33,+24,Milwaukee Bucks,Detroit Pistons,2024-01-20
8,Danilo Gallinari,16:05,1,1,1.000,1,1,1.000,5,5,1.000,0,1,1,3,0,0,0,0,8,+20,Milwaukee Bucks,Detroit Pistons,2024-01-20
9,Marcus Sasser,15:44,3,6,.500,1,2,.500,2,2,1.000,0,1,1,5,1,0,0,1,9,+8,Milwaukee Bucks,Detroit Pistons,2024-01-20
10,Mike Muscala,13:38,4,4,1.000,4,4,1.000,1,2,.500,0,1,1,1,1,0,1,2,13,+19,Milwaukee Bucks,Detroit Pistons,2024-01-20
11,James Wiseman,4:33,0,1,.000,0,0,,0,0,,0,1,1,0,0,0,0,0,0,0,Milwaukee Bucks,Detroit Pistons,2024-01-20
12,Joe Harris,0:0,Milwaukee Bucks,Detroit Pistons,2024-01-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Isaiah Stewart,0:0,Milwaukee Bucks,Detroit Pistons,2024-01-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
