,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM,Away,Home,Date
0,Anthony Edwards,37:04,.663,.591,.318,.455,6.5,8.9,7.5,28.5,1.4,2.4,18.5,40.0,112,131,7.9,New Orleans Pelicans,Minnesota Timberwolves,2024-01-03
1,Karl-Anthony Towns,36:10,.498,.421,.211,.368,6.6,18.3,11.5,10.1,0.0,0.0,4.3,29.2,106,134,-5.1,New Orleans Pelicans,Minnesota Timberwolves,2024-01-03
2,Jaden McDaniels,33:00,.550,.550,.300,.000,0.0,0.0,0.0,9.8,3.2,2.6,9.1,15.3,102,129,-1.5,New Orleans Pelicans,Minnesota Timberwolves,2024-01-03
3,Mike Conley,25:57,.700,.700,.600,.000,0.0,0.0,0.0,52.9,2.0,0.0,0.0,8.8,171,133,6.8,New Orleans Pelicans,Minnesota Timberwolves,2024-01-03
4,Rudy Gobert,23:54,.644,.667,.000,.667,5.0,27.7,14.6,0.0,0.0,3.7,20.5,9.3,105,130,-8.4,New Orleans Pelicans,Minnesota Timberwolves,2024-01-03
6,Naz Reid,24:35,.500,.500,.625,.000,0.0,40.4,17.0,12.5,0.0,7.1,11.1,16.8,94,125,-0.6,New Orleans Pelicans,Minnesota Timberwolves,2024-01-03
7,Nickeil Alexander-Walker,18:53,.515,.333,.667,.667,0.0,0.0,0.0,7.4,0.0,0.0,20.5,11.8,93,138,-9.4,New Orleans Pelicans,Minnesota Timberwolves,2024-01-03
8,Jordan McLaughlin,17:22,.218,.167,.667,.333,13.8,9.5,12.0,32.3,3.0,0.0,0.0,18.1,91,129,-3.8,New Orleans Pelicans,Minnesota Timberwolves,2024-01-03
9,Kyle Anderson,13:23,.174,.000,.000,1.000,9.0,37.1,20.8,0.0,7.9,0.0,0.0,9.8,64,112,-2.3,New Orleans Pelicans,Minnesota Timberwolves,2024-01-03
10,Troy Brown Jr.,3:14,.750,.750,1.000,.000,0.0,0.0,0.0,67.0,0.0,0.0,0.0,28.3,158,138,26.1,New Orleans Pelicans,Minnesota Timberwolves,2024-01-03
11,Shake Milton,3:14,1.250,1.250,.500,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.3,250,138,40.3,New Orleans Pelicans,Minnesota Timberwolves,2024-01-03
12,Josh Minott,3:14,1.136,,,,0.0,0.0,0.0,0.0,0.0,27.0,0.0,12.5,250,119,23.8,New Orleans Pelicans,Minnesota Timberwolves,2024-01-03
13,Daishen Nix,0:0,New Orleans Pelicans,Minnesota Timberwolves,2024-01-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
