,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Away,Home,Date
0,Aaron Gordon,39:24,8,12,.667,1,2,.500,3,3,1.000,1,4,5,5,0,0,3,1,20,+2,Los Angeles Clippers,Denver Nuggets,2023-11-14
1,Kentavious Caldwell-Pope,38:59,2,3,.667,2,3,.667,3,5,.600,0,1,1,4,1,0,1,3,9,+3,Los Angeles Clippers,Denver Nuggets,2023-11-14
2,Nikola Jokić,35:45,8,23,.348,2,7,.286,14,14,1.000,3,13,16,9,1,0,4,2,32,+3,Los Angeles Clippers,Denver Nuggets,2023-11-14
3,Michael Porter Jr.,34:26,4,11,.364,2,8,.250,0,2,.000,1,4,5,0,1,1,2,3,10,+4,Los Angeles Clippers,Denver Nuggets,2023-11-14
4,Reggie Jackson,29:34,7,11,.636,0,1,.000,4,6,.667,0,3,3,4,0,1,2,3,18,+9,Los Angeles Clippers,Denver Nuggets,2023-11-14
6,Christian Braun,19:59,5,6,.833,0,0,,0,0,,0,1,1,1,0,0,0,3,10,-3,Los Angeles Clippers,Denver Nuggets,2023-11-14
7,Jalen Pickett,16:47,2,3,.667,1,2,.500,0,0,,0,2,2,2,1,0,2,2,5,-4,Los Angeles Clippers,Denver Nuggets,2023-11-14
8,Zeke Nnaji,12:15,1,2,.500,0,0,,1,2,.500,1,2,3,0,0,0,0,1,3,0,Los Angeles Clippers,Denver Nuggets,2023-11-14
9,Peyton Watson,11:02,2,2,1.000,0,0,,0,0,,0,0,0,0,0,0,0,1,4,+2,Los Angeles Clippers,Denver Nuggets,2023-11-14
10,Justin Holiday,1:47,0,0,,0,0,,0,0,,0,0,0,1,0,0,0,0,0,-1,Los Angeles Clippers,Denver Nuggets,2023-11-14
11,Collin Gillespie,0:0,Los Angeles Clippers,Denver Nuggets,2023-11-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,DeAndre Jordan,0:0,Los Angeles Clippers,Denver Nuggets,2023-11-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Braxton Key,0:0,Los Angeles Clippers,Denver Nuggets,2023-11-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,Julian Strawther,0:0,Los Angeles Clippers,Denver Nuggets,2023-11-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
