,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Away,Home,Date
0,Jordan Poole,33:45,9,20,.450,1,6,.167,7,9,.778,1,4,5,7,0,0,2,5,26,-3,Washington Wizards,Milwaukee Bucks,2023-11-24
1,Kyle Kuzma,31:09,9,22,.409,3,8,.375,1,1,1.000,1,3,4,4,0,2,1,3,22,-1,Washington Wizards,Milwaukee Bucks,2023-11-24
2,Tyus Jones,30:36,9,14,.643,1,4,.250,3,3,1.000,0,7,7,7,1,0,0,0,22,+3,Washington Wizards,Milwaukee Bucks,2023-11-24
3,Daniel Gafford,29:05,3,6,.500,0,0,,2,3,.667,5,4,9,4,1,2,1,5,8,-6,Washington Wizards,Milwaukee Bucks,2023-11-24
4,Deni Avdija,28:24,1,6,.167,0,0,,0,0,,2,3,5,5,0,0,0,3,2,-2,Washington Wizards,Milwaukee Bucks,2023-11-24
6,Corey Kispert,32:38,7,12,.583,6,10,.600,0,0,,0,5,5,1,0,0,3,3,20,-2,Washington Wizards,Milwaukee Bucks,2023-11-24
7,Landry Shamet,24:00,6,11,.545,3,7,.429,0,1,.000,0,2,2,0,1,0,0,2,15,0,Washington Wizards,Milwaukee Bucks,2023-11-24
8,Danilo Gallinari,17:54,2,5,.400,1,2,.500,2,2,1.000,0,4,4,1,0,0,0,2,7,+1,Washington Wizards,Milwaukee Bucks,2023-11-24
9,Johnny Davis,12:27,2,4,.500,0,0,,2,2,1.000,3,2,5,0,0,0,1,1,6,-5,Washington Wizards,Milwaukee Bucks,2023-11-24
10,Patrick Baldwin Jr.,0:0,Washington Wizards,Milwaukee Bucks,2023-11-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,Jared Butler,0:0,Washington Wizards,Milwaukee Bucks,2023-11-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,John Butler,0:0,Washington Wizards,Milwaukee Bucks,2023-11-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Anthony Gill,0:0,Washington Wizards,Milwaukee Bucks,2023-11-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,Mike Muscala,0:0,Washington Wizards,Milwaukee Bucks,2023-11-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,Eugene Omoruyi,0:0,Washington Wizards,Milwaukee Bucks,2023-11-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
