,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM,Away,Home,Date
0,Jayson Tatum,42:58,.627,.591,.364,.364,0.0,15.4,6.9,11.6,5.6,0.0,19.0,31.6,101,98,7.9,Boston Celtics,Minnesota Timberwolves,2023-11-06
1,Jrue Holiday,41:36,.322,.250,.250,.375,7.6,25.5,15.6,24.7,1.2,0.0,13.9,22.4,79,106,-4.6,Boston Celtics,Minnesota Timberwolves,2023-11-06
2,Jaylen Brown,39:29,.571,.548,.381,.190,0.0,23.5,10.4,23.8,1.2,0.0,11.6,28.1,106,106,3.7,Boston Celtics,Minnesota Timberwolves,2023-11-06
3,Al Horford,36:02,.300,.300,.800,.000,5.9,11.0,8.2,17.0,1.3,0.0,28.6,8.4,79,107,-3.2,Boston Celtics,Minnesota Timberwolves,2023-11-06
4,Kristaps Porziņģis,35:40,.543,.429,.429,.714,3.0,14.9,8.3,5.2,1.4,3.1,5.2,23.4,113,104,2.1,Boston Celtics,Minnesota Timberwolves,2023-11-06
6,Sam Hauser,24:45,.619,.563,1.000,.250,4.3,16.1,9.5,0.0,1.9,4.5,10.1,17.2,115,102,4.8,Boston Celtics,Minnesota Timberwolves,2023-11-06
7,Payton Pritchard,20:22,.000,.000,.333,.000,15.6,19.5,17.3,21.7,0.0,0.0,0.0,6.3,90,109,-3.6,Boston Celtics,Minnesota Timberwolves,2023-11-06
8,Luke Kornet,15:52,.665,.500,.000,2.000,6.7,0.0,3.7,0.0,6.1,0.0,0.0,10.2,150,98,4.2,Boston Celtics,Minnesota Timberwolves,2023-11-06
9,Lamar Stevens,4:23,.000,.000,.000,.000,0.0,30.2,13.4,0.0,11.0,0.0,0.0,9.8,0,85,1.0,Boston Celtics,Minnesota Timberwolves,2023-11-06
10,Svi Mykhailiuk,3:51,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,112,-4.3,Boston Celtics,Minnesota Timberwolves,2023-11-06
11,Dalano Banton,0:0,Boston Celtics,Minnesota Timberwolves,2023-11-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Oshae Brissett,0:0,Boston Celtics,Minnesota Timberwolves,2023-11-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
