,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Away,Home,Date
0,Paolo Banchero,5:00,0,3,.000,0,2,.000,2,2,1.000,0,0,0,1,0,0,0,0,2,-3,Orlando Magic,Sacramento Kings,2024-01-03
1,Jalen Suggs,5:00,2,4,.500,2,3,.667,0,0,,0,1,1,0,1,1,0,1,6,-3,Orlando Magic,Sacramento Kings,2024-01-03
2,Goga Bitadze,4:55,0,1,.000,0,1,.000,0,0,,0,1,1,0,0,0,0,0,0,-3,Orlando Magic,Sacramento Kings,2024-01-03
3,Gary Harris, ,Orlando Magic,Sacramento Kings,2024-01-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,Franz Wagner, ,Orlando Magic,Sacramento Kings,2024-01-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,Trevelin Queen,2:38,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-5,Orlando Magic,Sacramento Kings,2024-01-03
7,Caleb Houstan,2:21,0,0,,0,0,,0,0,,0,0,0,0,0,0,1,0,0,+2,Orlando Magic,Sacramento Kings,2024-01-03
8,Chuma Okeke,5:00,0,0,,0,0,,0,0,,0,1,1,1,0,0,0,1,0,-3,Orlando Magic,Sacramento Kings,2024-01-03
9,Anthony Black, ,Orlando Magic,Sacramento Kings,2024-01-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,Wendell Carter Jr., ,Orlando Magic,Sacramento Kings,2024-01-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,Moritz Wagner,0:04,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,Orlando Magic,Sacramento Kings,2024-01-03
12,Admiral Schofield, ,Orlando Magic,Sacramento Kings,2024-01-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
