,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM,Away,Home,Date
0,Devin Vassell,36:07,.640,.643,.476,.095,0.0,8.0,4.2,12.7,0.0,1.9,8.4,26.0,125,121,3.8,New Orleans Pelicans,San Antonio Spurs,2024-02-02
1,Tre Jones,35:23,.597,.567,.333,.267,3.1,16.3,10.1,27.0,0.0,2.0,19.3,23.1,114,118,-0.9,New Orleans Pelicans,San Antonio Spurs,2024-02-02
2,Jeremy Sochan,30:32,.512,.500,.333,.500,25.0,28.3,26.8,12.9,3.2,0.0,17.0,22.7,109,109,-1.2,New Orleans Pelicans,San Antonio Spurs,2024-02-02
3,Julian Champagnie,30:18,.363,.333,.667,.333,10.8,9.5,10.1,11.1,0.0,6.9,0.0,8.9,121,116,-1.8,New Orleans Pelicans,San Antonio Spurs,2024-02-02
4,Victor Wembanyama,28:25,.538,.500,.214,.143,19.2,30.4,25.2,34.6,3.4,7.3,28.7,28.9,100,102,5.7,New Orleans Pelicans,San Antonio Spurs,2024-02-02
6,Zach Collins,19:34,.455,.444,.000,.222,5.6,4.9,5.2,20.3,0.0,0.0,9.2,21.9,107,122,-7.7,New Orleans Pelicans,San Antonio Spurs,2024-02-02
7,Cedi Osman,19:23,.250,.250,.833,.000,0.0,0.0,0.0,0.0,5.0,7.2,25.0,16.2,44,108,-11.3,New Orleans Pelicans,San Antonio Spurs,2024-02-02
8,Malaki Branham,15:43,.875,.875,.500,.000,6.9,6.1,6.5,24.9,0.0,0.0,0.0,10.0,191,123,7.8,New Orleans Pelicans,San Antonio Spurs,2024-02-02
9,Blake Wesley,12:37,.500,.500,.250,.000,0.0,22.8,12.1,59.5,0.0,0.0,0.0,12.5,155,117,2.8,New Orleans Pelicans,San Antonio Spurs,2024-02-02
10,Doug McDermott,11:56,.600,.600,1.000,.000,0.0,16.1,8.6,0.0,0.0,0.0,0.0,16.5,133,120,-1.5,New Orleans Pelicans,San Antonio Spurs,2024-02-02
11,Dominick Barlow,0:0,New Orleans Pelicans,San Antonio Spurs,2024-02-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Devonte' Graham,0:0,New Orleans Pelicans,San Antonio Spurs,2024-02-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Sandro Mamukelashvili,0:0,New Orleans Pelicans,San Antonio Spurs,2024-02-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
