,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Away,Home,Date
0,Anthony Davis,36:39,10,22,.455,0,0,,7,9,.778,6,8,14,3,0,5,1,2,27,+12,Houston Rockets,Los Angeles Lakers,2023-12-02
1,LeBron James,35:22,7,17,.412,0,4,.000,2,5,.400,0,4,4,7,1,1,5,0,16,+16,Houston Rockets,Los Angeles Lakers,2023-12-02
2,Taurean Prince,29:17,4,7,.571,3,5,.600,0,0,,0,6,6,1,2,0,1,0,11,+6,Houston Rockets,Los Angeles Lakers,2023-12-02
3,D'Angelo Russell,26:22,4,10,.400,1,5,.200,0,0,,0,2,2,7,5,0,0,2,9,+8,Houston Rockets,Los Angeles Lakers,2023-12-02
4,Cam Reddish,24:25,4,7,.571,0,1,.000,3,3,1.000,1,4,5,1,0,1,0,3,11,-1,Houston Rockets,Los Angeles Lakers,2023-12-02
6,Max Christie,28:57,4,7,.571,3,3,1.000,1,2,.500,0,7,7,2,0,0,0,3,12,+19,Houston Rockets,Los Angeles Lakers,2023-12-02
7,Austin Reaves,22:09,6,11,.545,1,4,.250,5,6,.833,1,3,4,1,3,0,1,2,18,+15,Houston Rockets,Los Angeles Lakers,2023-12-02
8,Jarred Vanderbilt,13:41,0,2,.000,0,2,.000,0,0,,1,3,4,1,0,0,0,1,0,+2,Houston Rockets,Los Angeles Lakers,2023-12-02
9,Christian Wood,11:03,0,1,.000,0,0,,1,2,.500,0,2,2,1,0,0,1,0,1,-6,Houston Rockets,Los Angeles Lakers,2023-12-02
10,Jaxson Hayes,6:06,1,2,.500,0,1,.000,0,0,,0,0,0,0,0,0,0,3,2,-6,Houston Rockets,Los Angeles Lakers,2023-12-02
11,Jalen Hood-Schifino,3:05,0,2,.000,0,1,.000,0,0,,0,0,0,0,0,0,0,0,0,-8,Houston Rockets,Los Angeles Lakers,2023-12-02
12,Maxwell Lewis,2:54,0,1,.000,0,1,.000,0,0,,0,0,0,0,0,0,0,1,0,-7,Houston Rockets,Los Angeles Lakers,2023-12-02
13,Rui Hachimura,0:0,Houston Rockets,Los Angeles Lakers,2023-12-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
