,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Away,Home,Date
0,Jaden McDaniels,37:00,1,10,.100,0,5,.000,0,0,,1,2,3,4,0,0,0,4,2,-6,Minnesota Timberwolves,Dallas Mavericks,2024-01-07
1,Anthony Edwards,36:55,14,27,.519,3,6,.500,5,7,.714,5,5,10,3,3,1,2,3,36,-5,Minnesota Timberwolves,Dallas Mavericks,2024-01-07
2,Rudy Gobert,34:13,4,9,.444,0,0,,1,4,.250,6,11,17,1,1,0,5,4,9,+1,Minnesota Timberwolves,Dallas Mavericks,2024-01-07
3,Mike Conley,32:10,3,7,.429,3,6,.500,0,0,,0,1,1,7,0,0,2,1,9,-1,Minnesota Timberwolves,Dallas Mavericks,2024-01-07
4,Karl-Anthony Towns,27:26,8,16,.500,3,9,.333,5,6,.833,0,7,7,1,0,2,3,5,24,-6,Minnesota Timberwolves,Dallas Mavericks,2024-01-07
6,Naz Reid,26:39,7,12,.583,1,4,.250,0,2,.000,4,5,9,0,0,0,0,2,15,-1,Minnesota Timberwolves,Dallas Mavericks,2024-01-07
7,Kyle Anderson,19:44,1,1,1.000,0,0,,2,2,1.000,1,1,2,4,0,0,1,3,4,-7,Minnesota Timberwolves,Dallas Mavericks,2024-01-07
8,Jordan McLaughlin,13:03,2,7,.286,2,7,.286,0,0,,0,1,1,1,2,1,0,0,6,-4,Minnesota Timberwolves,Dallas Mavericks,2024-01-07
9,Nickeil Alexander-Walker,12:50,1,5,.200,1,4,.250,0,0,,1,0,1,1,0,0,0,0,3,-6,Minnesota Timberwolves,Dallas Mavericks,2024-01-07
10,Troy Brown Jr.,0:0,Minnesota Timberwolves,Dallas Mavericks,2024-01-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,Leonard Miller,0:0,Minnesota Timberwolves,Dallas Mavericks,2024-01-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Shake Milton,0:0,Minnesota Timberwolves,Dallas Mavericks,2024-01-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Josh Minott,0:0,Minnesota Timberwolves,Dallas Mavericks,2024-01-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,Wendell Moore Jr.,0:0,Minnesota Timberwolves,Dallas Mavericks,2024-01-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
