,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM,Away,Home,Date
0,Jerami Grant,45:45,.627,.580,.320,.480,2.8,21.1,12.1,19.2,0.0,6.7,11.7,33.7,115,112,6.1,Portland Trail Blazers,Sacramento Kings,2023-11-08
1,Deandre Ayton,41:16,.643,.643,.000,.000,3.1,26.3,14.9,7.9,0.0,0.0,12.5,17.5,113,112,-3.7,Portland Trail Blazers,Sacramento Kings,2023-11-08
2,Shaedon Sharpe,39:58,.514,.393,.357,.571,0.0,3.0,1.5,10.6,1.2,0.0,18.6,24.2,91,118,-9.9,Portland Trail Blazers,Sacramento Kings,2023-11-08
3,Matisse Thybulle,33:48,.637,.563,.500,.625,3.7,3.6,3.6,4.2,5.8,0.0,16.4,16.2,111,108,2.2,Portland Trail Blazers,Sacramento Kings,2023-11-08
4,Malcolm Brogdon,5:03,.833,.833,.667,.000,0.0,23.9,12.2,45.6,0.0,0.0,0.0,26.7,163,113,16.7,Portland Trail Blazers,Sacramento Kings,2023-11-08
6,Skylar Mays,36:58,.567,.533,.133,.133,0.0,6.5,3.3,48.5,2.6,0.0,15.9,23.0,115,113,0.3,Portland Trail Blazers,Sacramento Kings,2023-11-08
7,Toumani Camara,25:21,.500,.500,.000,.000,5.0,14.3,9.7,5.0,5.8,0.0,33.3,5.3,92,104,-1.1,Portland Trail Blazers,Sacramento Kings,2023-11-08
8,Jabari Walker,14:41,.500,.500,.500,.000,0.0,16.4,8.4,8.9,0.0,0.0,33.3,9.2,76,115,-11.0,Portland Trail Blazers,Sacramento Kings,2023-11-08
9,Kris Murray,9:06,.000,.000,.000,.000,0.0,0.0,0.0,0.0,0.0,11.2,0.0,4.9,0,117,-8.0,Portland Trail Blazers,Sacramento Kings,2023-11-08
10,Justin Minaya,7:35,,,,,16.6,15.9,16.3,0.0,0.0,0.0,100.0,5.9,60,116,-11.0,Portland Trail Blazers,Sacramento Kings,2023-11-08
11,Moses Brown,5:27,.515,.667,.000,.667,46.3,22.1,33.9,39.6,0.0,18.7,0.0,32.0,126,106,9.5,Portland Trail Blazers,Sacramento Kings,2023-11-08
12,Rayan Rupert,0:0,Portland Trail Blazers,Sacramento Kings,2023-11-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
