,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM,Away,Home,Date
0,Jalen Brunson,40:46,.539,.500,.364,.409,0.0,3.5,1.5,20.5,0.0,2.8,13.4,29.4,112,145,-6.3,New York Knicks,Indiana Pacers,2023-12-30
1,Julius Randle,39:23,.505,.432,.227,.591,17.4,21.5,19.2,14.3,0.0,0.0,15.3,33.3,109,145,-7.4,New York Knicks,Indiana Pacers,2023-12-30
2,Josh Hart,37:38,.506,.500,.222,.222,9.1,26.3,16.8,3.2,1.3,0.0,0.0,10.5,131,141,-5.9,New York Knicks,Indiana Pacers,2023-12-30
3,Donte DiVincenzo,35:59,.886,.881,.524,.048,6.4,15.7,10.5,10.7,5.3,3.2,4.5,25.0,174,130,21.6,New York Knicks,Indiana Pacers,2023-12-30
4,Isaiah Hartenstein,32:50,.333,.333,.000,.000,7.0,30.1,17.3,20.1,5.8,0.0,25.0,4.9,129,129,2.4,New York Knicks,Indiana Pacers,2023-12-30
6,Miles McBride,17:35,.833,.833,.667,.000,0.0,0.0,0.0,6.9,0.0,0.0,0.0,6.8,181,147,-6.9,New York Knicks,Indiana Pacers,2023-12-30
7,Evan Fournier,17:24,.460,.400,.800,.200,0.0,16.2,7.3,15.0,8.2,0.0,8.4,27.3,107,126,1.0,New York Knicks,Indiana Pacers,2023-12-30
8,Taj Gibson,14:05,.333,.333,.000,.000,16.2,0.0,9.0,8.2,0.0,0.0,25.0,11.4,92,147,-15.6,New York Knicks,Indiana Pacers,2023-12-30
9,Ryan Arcidiacono,1:05,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,147,-9.2,New York Knicks,Indiana Pacers,2023-12-30
10,Charlie Brown Jr.,1:05,.750,.750,.500,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.9,145,147,39.8,New York Knicks,Indiana Pacers,2023-12-30
11,Dmytro Skapintsev,1:05,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,147,-9.8,New York Knicks,Indiana Pacers,2023-12-30
12,Jacob Toppin,1:05,,,,,0.0,0.0,0.0,98.5,0.0,0.0,,0.0,238,147,27.1,New York Knicks,Indiana Pacers,2023-12-30
13,Jericho Sims,0:0,New York Knicks,Indiana Pacers,2023-12-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
