,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Away,Home,Date
0,Harrison Barnes,37:29,9,14,.643,4,7,.571,0,2,.000,1,3,4,1,3,0,3,2,22,+7,Sacramento Kings,Indiana Pacers,2024-02-02
1,De'Aaron Fox,35:07,11,21,.524,1,5,.200,2,6,.333,0,3,3,3,6,1,3,1,25,+7,Sacramento Kings,Indiana Pacers,2024-02-02
2,Domantas Sabonis,34:51,9,14,.643,0,1,.000,8,9,.889,3,8,11,7,2,1,4,3,26,+7,Sacramento Kings,Indiana Pacers,2024-02-02
3,Kevin Huerter,30:25,5,10,.500,3,6,.500,2,3,.667,2,3,5,6,0,0,4,5,15,+5,Sacramento Kings,Indiana Pacers,2024-02-02
4,Keegan Murray,28:05,2,7,.286,1,6,.167,0,0,,1,0,1,1,0,0,0,0,5,+12,Sacramento Kings,Indiana Pacers,2024-02-02
6,Malik Monk,27:02,9,14,.643,1,3,.333,4,6,.667,1,4,5,6,1,0,1,4,23,+6,Sacramento Kings,Indiana Pacers,2024-02-02
7,Davion Mitchell,16:25,2,5,.400,0,2,.000,0,0,,0,2,2,1,1,0,1,0,4,-1,Sacramento Kings,Indiana Pacers,2024-02-02
8,Trey Lyles,15:59,4,5,.800,3,4,.750,2,2,1.000,1,2,3,0,0,0,0,1,13,+1,Sacramento Kings,Indiana Pacers,2024-02-02
9,Kessler Edwards,14:36,0,0,,0,0,,0,0,,0,4,4,1,2,1,0,1,0,+11,Sacramento Kings,Indiana Pacers,2024-02-02
10,Chris Duarte,0:0,Sacramento Kings,Indiana Pacers,2024-02-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,Keon Ellis,0:0,Sacramento Kings,Indiana Pacers,2024-02-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Colby Jones,0:0,Sacramento Kings,Indiana Pacers,2024-02-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Alex Len,0:0,Sacramento Kings,Indiana Pacers,2024-02-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,JaVale McGee,0:0,Sacramento Kings,Indiana Pacers,2024-02-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
