,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM,Away,Home,Date
0,Fred VanVleet,42:36,.845,.813,.750,.500,0.0,8.7,4.7,29.0,1.2,2.1,20.4,23.8,150,138,9.3,Philadelphia76ers,Houston Rockets,2023-12-29
1,Jalen Green,36:27,.747,.763,.474,.211,0.0,20.3,11.0,15.9,0.0,0.0,4.6,24.7,156,139,7.2,Philadelphia76ers,Houston Rockets,2023-12-29
2,Jae'Sean Tate,35:18,.500,.500,.250,.000,4.1,13.9,9.4,5.9,0.0,0.0,0.0,4.7,145,141,-6.7,Philadelphia76ers,Houston Rockets,2023-12-29
3,Alperen Şengün,34:20,.788,.781,.125,.250,12.7,14.3,13.6,34.7,1.4,2.6,22.0,27.4,137,136,7.5,Philadelphia76ers,Houston Rockets,2023-12-29
4,Jeff Green,32:52,.437,.455,.182,.091,8.9,7.5,8.1,0.0,1.5,2.8,0.0,14.4,111,137,-8.7,Philadelphia76ers,Houston Rockets,2023-12-29
6,Tari Eason,27:18,.385,.385,.154,.000,26.6,27.0,26.9,8.7,5.5,6.6,13.3,22.7,102,121,-4.8,Philadelphia76ers,Houston Rockets,2023-12-29
7,Aaron Holiday,14:53,.333,.333,.333,.000,9.8,8.3,9.0,22.7,6.7,0.0,33.3,25.0,75,127,-11.6,Philadelphia76ers,Houston Rockets,2023-12-29
8,Amen Thompson,8:40,.266,.000,.000,2.000,16.8,28.4,23.1,11.3,0.0,0.0,0.0,9.0,118,137,-8.2,Philadelphia76ers,Houston Rockets,2023-12-29
9,Jock Landale,7:36,.510,.400,.000,.400,19.1,0.0,8.8,0.0,0.0,11.9,0.0,31.9,133,136,-14.9,Philadelphia76ers,Houston Rockets,2023-12-29
10,Reggie Bullock,0:0,Philadelphia76ers,Houston Rockets,2023-12-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,Boban Marjanović,0:0,Philadelphia76ers,Houston Rockets,2023-12-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Cam Whitmore,0:0,Philadelphia76ers,Houston Rockets,2023-12-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
