,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM,Away,Home,Date
0,Kyle Kuzma,36:14,.385,.344,.313,.125,0.0,10.4,5.2,4.4,0.0,0.0,0.0,20.9,78,115,-11.2,Miami Heat,Washington Wizards,2024-02-02
1,Deni Avdija,34:59,.805,.813,.250,.375,2.7,18.8,10.8,9.5,0.0,0.0,24.4,15.8,114,112,-3.6,Miami Heat,Washington Wizards,2024-02-02
2,Jordan Poole,32:36,.358,.333,.667,.143,0.0,11.5,5.8,52.3,3.0,2.6,4.3,32.0,86,107,1.0,Miami Heat,Washington Wizards,2024-02-02
3,Daniel Gafford,32:10,.564,.500,.000,.500,11.7,29.3,20.5,9.6,1.5,2.6,9.3,15.0,121,103,-0.5,Miami Heat,Washington Wizards,2024-02-02
4,Tyus Jones,25:53,.381,.286,.286,.286,0.0,3.6,1.8,33.4,1.9,0.0,11.3,15.4,93,113,-6.2,Miami Heat,Washington Wizards,2024-02-02
6,Corey Kispert,31:28,.705,.722,.778,.056,0.0,12.0,6.0,14.0,0.0,0.0,0.0,26.2,125,114,9.2,Miami Heat,Washington Wizards,2024-02-02
7,Bilal Coulibaly,25:12,.470,.250,.500,.750,0.0,14.9,7.5,16.3,1.9,3.3,15.8,11.2,98,107,-1.5,Miami Heat,Washington Wizards,2024-02-02
8,Landry Shamet,13:09,.396,.200,.400,.600,0.0,14.3,7.2,10.9,0.0,0.0,13.7,24.9,76,113,-12.3,Miami Heat,Washington Wizards,2024-02-02
9,Delon Wright,6:14,.750,.750,.500,.000,15.1,15.1,15.1,26.3,0.0,13.5,0.0,14.4,158,106,21.3,Miami Heat,Washington Wizards,2024-02-02
10,Johnny Davis,1:58,1.000,1.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.8,200,119,14.5,Miami Heat,Washington Wizards,2024-02-02
11,Anthony Gill,0:05,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,119,-9.2,Miami Heat,Washington Wizards,2024-02-02
12,Patrick Baldwin Jr.,0:0,Miami Heat,Washington Wizards,2024-02-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Jules Bernard,0:0,Miami Heat,Washington Wizards,2024-02-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,Eugene Omoruyi,0:0,Miami Heat,Washington Wizards,2024-02-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
