,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Away,Home,Date
0,LeBron James,40:18,10,19,.526,2,5,.400,2,2,1.000,1,4,5,5,2,1,1,1,24,+11,Los Angeles Lakers,New York Knicks,2024-02-03
1,Austin Reaves,38:47,6,13,.462,3,6,.500,7,8,.875,0,6,6,7,0,2,1,3,22,+8,Los Angeles Lakers,New York Knicks,2024-02-03
2,Anthony Davis,36:25,4,12,.333,0,1,.000,4,4,1.000,2,16,18,5,1,4,0,2,12,+6,Los Angeles Lakers,New York Knicks,2024-02-03
3,D'Angelo Russell,26:59,5,14,.357,2,7,.286,4,4,1.000,0,1,1,4,0,1,0,4,16,-6,Los Angeles Lakers,New York Knicks,2024-02-03
4,Rui Hachimura,19:28,3,5,.600,0,2,.000,1,2,.500,0,4,4,1,0,0,1,2,7,+3,Los Angeles Lakers,New York Knicks,2024-02-03
6,Taurean Prince,32:39,6,10,.600,3,6,.500,1,1,1.000,0,2,2,2,0,1,2,3,16,+7,Los Angeles Lakers,New York Knicks,2024-02-03
7,Max Christie,26:07,2,2,1.000,2,2,1.000,0,1,.000,0,1,1,1,0,2,0,1,6,+12,Los Angeles Lakers,New York Knicks,2024-02-03
8,Jaxson Hayes,12:30,3,3,1.000,0,0,,4,5,.800,0,1,1,3,1,0,0,0,10,+1,Los Angeles Lakers,New York Knicks,2024-02-03
9,Christian Wood,6:47,0,2,.000,0,2,.000,0,0,,0,0,0,0,0,0,0,0,0,-2,Los Angeles Lakers,New York Knicks,2024-02-03
10,Jalen Hood-Schifino,0:0,Los Angeles Lakers,New York Knicks,2024-02-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,Maxwell Lewis,0:0,Los Angeles Lakers,New York Knicks,2024-02-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Jarred Vanderbilt,0:0,Los Angeles Lakers,New York Knicks,2024-02-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
