,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM,Away,Home,Date
0,Paolo Banchero,36:15,.436,.404,.269,.231,10.2,16.6,13.4,34.9,0.0,0.0,12.3,42.5,93,115,-6.9,Orlando Magic,Miami Heat,2024-01-12
1,Caleb Houstan,31:57,.500,.500,1.000,.000,3.9,3.8,3.8,14.3,0.0,0.0,0.0,13.3,120,120,-5.8,Orlando Magic,Miami Heat,2024-01-12
2,Chuma Okeke,29:12,.800,.800,.800,.000,8.4,8.2,8.3,12.6,0.0,2.9,9.1,17.8,142,116,7.5,Orlando Magic,Miami Heat,2024-01-12
3,Goga Bitadze,19:24,.532,1.000,.000,2.000,0.0,55.7,28.2,7.4,2.7,4.3,0.0,4.6,106,94,-0.3,Orlando Magic,Miami Heat,2024-01-12
4,Jalen Suggs,13:50,.200,.200,.800,.000,0.0,0.0,0.0,0.0,0.0,18.3,0.0,17.0,46,110,-11.6,Orlando Magic,Miami Heat,2024-01-12
6,Moritz Wagner,28:36,.848,.778,.111,.556,4.3,16.8,10.6,27.7,1.9,2.9,8.2,20.1,165,109,9.5,Orlando Magic,Miami Heat,2024-01-12
7,Cole Anthony,27:19,.282,.250,.250,.250,4.5,8.8,6.7,0.0,3.9,3.1,0.0,15.3,70,108,-9.7,Orlando Magic,Miami Heat,2024-01-12
8,Joe Ingles,20:03,.670,.700,.800,.100,0.0,0.0,0.0,59.8,8.0,0.0,16.1,29.3,122,104,17.0,Orlando Magic,Miami Heat,2024-01-12
9,Markelle Fultz,16:58,.521,.500,.000,1.000,14.5,7.1,10.7,25.6,6.3,5.0,41.0,13.6,99,102,2.1,Orlando Magic,Miami Heat,2024-01-12
10,Anthony Black,9:15,.266,.000,.000,2.000,0.0,38.9,19.7,14.4,5.7,0.0,0.0,9.6,87,96,-1.3,Orlando Magic,Miami Heat,2024-01-12
11,Trevelin Queen,7:11,.000,.000,1.000,.000,0.0,16.7,8.5,0.0,0.0,0.0,50.0,13.1,0,115,-23.4,Orlando Magic,Miami Heat,2024-01-12
12,Wendell Carter Jr.,Did Not Dress,Orlando Magic,Miami Heat,2024-01-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
