,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Away,Home,Date
0,Trae Young,36:58,5,14,.357,2,6,.333,10,10,1.000,0,2,2,13,1,0,4,3,22,+12,Philadelphia76ers,Atlanta Hawks,2023-11-17
1,Jalen Johnson,36:20,7,12,.583,0,2,.000,4,4,1.000,1,9,10,2,1,3,0,2,18,+3,Philadelphia76ers,Atlanta Hawks,2023-11-17
2,Dejounte Murray,35:08,5,16,.313,3,7,.429,0,0,,0,1,1,3,1,0,3,2,13,-18,Philadelphia76ers,Atlanta Hawks,2023-11-17
3,Clint Capela,28:38,7,11,.636,0,0,,3,5,.600,8,3,11,2,1,1,0,3,17,-4,Philadelphia76ers,Atlanta Hawks,2023-11-17
4,De'Andre Hunter,17:55,4,7,.571,1,2,.500,0,0,,0,1,1,0,0,0,0,1,9,-10,Philadelphia76ers,Atlanta Hawks,2023-11-17
6,Saddiq Bey,31:21,6,9,.667,2,4,.500,3,4,.750,3,4,7,1,1,0,2,1,17,-5,Philadelphia76ers,Atlanta Hawks,2023-11-17
7,Bogdan Bogdanović,23:53,4,12,.333,3,8,.375,2,3,.667,0,2,2,3,3,0,3,3,13,-14,Philadelphia76ers,Atlanta Hawks,2023-11-17
8,Onyeka Okongwu,19:22,2,6,.333,1,2,.500,0,0,,2,3,5,0,0,0,1,3,5,-6,Philadelphia76ers,Atlanta Hawks,2023-11-17
9,Wesley Matthews,10:24,0,2,.000,0,2,.000,2,4,.500,0,0,0,0,0,0,0,2,2,-8,Philadelphia76ers,Atlanta Hawks,2023-11-17
10,Bruno Fernando,0:0,Philadelphia76ers,Atlanta Hawks,2023-11-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,Trent Forrest,0:0,Philadelphia76ers,Atlanta Hawks,2023-11-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,AJ Griffin,0:0,Philadelphia76ers,Atlanta Hawks,2023-11-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Garrison Mathews,0:0,Philadelphia76ers,Atlanta Hawks,2023-11-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,Patty Mills,0:0,Philadelphia76ers,Atlanta Hawks,2023-11-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
