,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Away,Home,Date
0,Stephen Curry,30:02,15,22,.682,7,13,.538,5,7,.714,0,5,5,5,2,0,3,1,42,+13,Golden State Warriors,New Orleans Pelicans,2023-10-30
1,Kevon Looney,24:34,3,5,.600,0,0,,2,2,1.000,2,5,7,1,1,0,1,2,8,+19,Golden State Warriors,New Orleans Pelicans,2023-10-30
2,Draymond Green,21:34,3,8,.375,0,2,.000,0,0,,1,5,6,7,0,1,1,2,6,+6,Golden State Warriors,New Orleans Pelicans,2023-10-30
3,Moses Moody,20:51,5,8,.625,2,5,.400,1,1,1.000,2,1,3,4,0,0,0,0,13,+18,Golden State Warriors,New Orleans Pelicans,2023-10-30
4,Andrew Wiggins,20:27,4,8,.500,1,2,.500,0,2,.000,1,2,3,0,0,0,3,2,9,+10,Golden State Warriors,New Orleans Pelicans,2023-10-30
6,Chris Paul,25:13,6,10,.600,1,5,.200,0,0,,0,6,6,5,2,0,1,0,13,+17,Golden State Warriors,New Orleans Pelicans,2023-10-30
7,Brandin Podziemski,22:48,2,5,.400,0,1,.000,1,2,.500,1,7,8,2,0,0,2,4,5,+15,Golden State Warriors,New Orleans Pelicans,2023-10-30
8,Dario Šarić,20:35,2,7,.286,1,4,.250,1,2,.500,4,6,10,2,0,1,0,2,6,+14,Golden State Warriors,New Orleans Pelicans,2023-10-30
9,Gary Payton II,20:09,4,10,.400,2,6,.333,0,0,,2,2,4,1,1,1,0,4,10,+17,Golden State Warriors,New Orleans Pelicans,2023-10-30
10,Trayce Jackson-Davis,19:50,5,9,.556,0,0,,3,4,.750,7,2,9,0,0,4,2,2,13,+11,Golden State Warriors,New Orleans Pelicans,2023-10-30
11,Lester Quinones,4:39,2,3,.667,1,2,.500,0,0,,0,0,0,0,0,0,1,0,5,0,Golden State Warriors,New Orleans Pelicans,2023-10-30
12,Cory Joseph,4:39,0,1,.000,0,1,.000,0,0,,0,1,1,1,0,0,0,2,0,0,Golden State Warriors,New Orleans Pelicans,2023-10-30
13,Jerome Robinson,4:39,0,2,.000,0,0,,0,0,,1,1,2,0,0,0,0,0,0,0,Golden State Warriors,New Orleans Pelicans,2023-10-30
