,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Away,Home,Date
0,Kevin Durant,38:31,7,16,.438,4,8,.500,9,9,1.000,1,4,5,4,0,2,7,3,27,-4,Sacramento Kings,Phoenix Suns,2024-01-16
1,Devin Booker,38:14,5,14,.357,1,3,.333,5,6,.833,0,4,4,11,0,0,2,4,16,+16,Sacramento Kings,Phoenix Suns,2024-01-16
2,Bradley Beal,38:12,6,14,.429,0,4,.000,1,2,.500,1,2,3,5,2,0,1,2,13,-12,Sacramento Kings,Phoenix Suns,2024-01-16
3,Grayson Allen,37:10,10,17,.588,9,14,.643,0,0,,0,5,5,6,2,2,2,1,29,+21,Sacramento Kings,Phoenix Suns,2024-01-16
4,Jusuf Nurkić,27:23,4,5,.800,0,0,,2,2,1.000,3,12,15,3,0,1,1,3,10,-8,Sacramento Kings,Phoenix Suns,2024-01-16
6,Eric Gordon,23:54,5,10,.500,3,7,.429,0,0,,0,3,3,2,2,0,2,0,13,+10,Sacramento Kings,Phoenix Suns,2024-01-16
7,Josh Okogie,15:54,1,3,.333,0,0,,0,0,,0,2,2,0,0,1,0,1,2,-9,Sacramento Kings,Phoenix Suns,2024-01-16
8,Chimezie Metu,10:21,3,5,.600,0,1,.000,0,0,,0,5,5,1,0,0,1,1,6,+2,Sacramento Kings,Phoenix Suns,2024-01-16
9,Drew Eubanks,10:20,1,1,1.000,0,0,,1,1,1.000,3,1,4,0,1,0,0,0,3,-6,Sacramento Kings,Phoenix Suns,2024-01-16
10,Udoka Azubuike,0:0,Sacramento Kings,Phoenix Suns,2024-01-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,Keita Bates-Diop,0:0,Sacramento Kings,Phoenix Suns,2024-01-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Jordan Goodwin,0:0,Sacramento Kings,Phoenix Suns,2024-01-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Nassir Little,0:0,Sacramento Kings,Phoenix Suns,2024-01-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,Yuta Watanabe,Did Not Dress,Sacramento Kings,Phoenix Suns,2024-01-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
