,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Away,Home,Date
0,Mikal Bridges,32:56,9,17,.529,1,4,.250,10,10,1.000,2,4,6,7,1,1,1,2,29,+6,Detroit Pistons,Brooklyn Nets,2023-12-23
1,Spencer Dinwiddie,30:10,5,12,.417,2,5,.400,2,4,.500,1,3,4,7,1,0,1,1,14,+11,Detroit Pistons,Brooklyn Nets,2023-12-23
2,Nic Claxton,29:33,4,8,.500,0,0,,3,4,.750,2,5,7,2,2,2,2,2,11,+5,Detroit Pistons,Brooklyn Nets,2023-12-23
3,Cam Thomas,28:09,7,16,.438,1,3,.333,5,5,1.000,0,2,2,3,1,0,2,3,20,+4,Detroit Pistons,Brooklyn Nets,2023-12-23
4,Cameron Johnson,27:36,6,10,.600,2,5,.400,4,4,1.000,0,2,2,2,2,0,1,3,18,+6,Detroit Pistons,Brooklyn Nets,2023-12-23
6,Dorian Finney-Smith,27:25,4,6,.667,2,4,.500,0,0,,0,6,6,1,2,0,0,1,10,+22,Detroit Pistons,Brooklyn Nets,2023-12-23
7,Royce O'Neale,18:59,2,3,.667,1,1,1.000,0,0,,0,6,6,5,1,0,1,1,5,+13,Detroit Pistons,Brooklyn Nets,2023-12-23
8,Dennis Smith Jr.,18:49,2,6,.333,1,2,.500,1,2,.500,0,0,0,3,0,0,1,3,6,0,Detroit Pistons,Brooklyn Nets,2023-12-23
9,Day'Ron Sharpe,18:03,5,6,.833,0,0,,1,3,.333,1,2,3,1,0,0,1,4,11,+4,Detroit Pistons,Brooklyn Nets,2023-12-23
10,Jalen Wilson,5:40,1,2,.500,0,0,,0,0,,1,1,2,1,0,0,0,2,2,-4,Detroit Pistons,Brooklyn Nets,2023-12-23
11,Harry Giles,1:20,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-6,Detroit Pistons,Brooklyn Nets,2023-12-23
12,Trendon Watford,1:20,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-6,Detroit Pistons,Brooklyn Nets,2023-12-23
