,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Away,Home,Date
0,Nikola Jokić,31:31,13,25,.520,2,5,.400,1,3,.333,3,9,12,8,0,0,5,1,29,-16,Denver Nuggets,Milwaukee Bucks,2024-02-12
1,Michael Porter Jr.,30:48,3,11,.273,2,8,.250,3,3,1.000,3,3,6,4,1,0,2,2,11,-16,Denver Nuggets,Milwaukee Bucks,2024-02-12
2,Aaron Gordon,28:27,6,11,.545,2,4,.500,0,0,,1,6,7,2,1,2,1,2,14,+1,Denver Nuggets,Milwaukee Bucks,2024-02-12
3,Jamal Murray,17:33,1,5,.200,1,3,.333,0,0,,0,2,2,0,0,0,2,0,3,-18,Denver Nuggets,Milwaukee Bucks,2024-02-12
4,Kentavious Caldwell-Pope,9:20,0,3,.000,0,1,.000,1,1,1.000,0,2,2,2,0,0,0,0,1,+1,Denver Nuggets,Milwaukee Bucks,2024-02-12
6,Christian Braun,22:25,2,7,.286,0,3,.000,3,4,.750,0,5,5,0,2,0,0,2,7,-7,Denver Nuggets,Milwaukee Bucks,2024-02-12
7,Reggie Jackson,22:06,3,7,.429,1,2,.500,0,0,,0,1,1,3,0,0,0,0,7,-1,Denver Nuggets,Milwaukee Bucks,2024-02-12
8,Peyton Watson,21:06,2,6,.333,0,2,.000,1,1,1.000,1,3,4,1,0,0,0,2,5,-9,Denver Nuggets,Milwaukee Bucks,2024-02-12
9,Justin Holiday,18:53,2,6,.333,1,5,.200,0,0,,0,2,2,1,0,0,0,2,5,-11,Denver Nuggets,Milwaukee Bucks,2024-02-12
10,Collin Gillespie,13:11,2,4,.500,2,4,.500,0,0,,0,1,1,1,2,0,3,0,6,-7,Denver Nuggets,Milwaukee Bucks,2024-02-12
11,Zeke Nnaji,8:06,1,5,.200,0,0,,0,0,,3,0,3,0,1,0,0,1,2,+3,Denver Nuggets,Milwaukee Bucks,2024-02-12
12,Julian Strawther,6:39,0,3,.000,0,3,.000,2,2,1.000,0,0,0,2,0,0,0,0,2,+3,Denver Nuggets,Milwaukee Bucks,2024-02-12
13,Braxton Key,5:36,1,1,1.000,0,0,,0,1,.000,1,1,2,0,0,0,0,1,2,+2,Denver Nuggets,Milwaukee Bucks,2024-02-12
14,DeAndre Jordan,4:17,0,0,,0,0,,1,2,.500,0,1,1,0,0,0,0,1,1,-10,Denver Nuggets,Milwaukee Bucks,2024-02-12
15,Jay Huff,0:0,Denver Nuggets,Milwaukee Bucks,2024-02-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
