,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Away,Home,Date
0,Luka Dončić,43:20,12,28,.429,3,10,.300,6,6,1.000,0,6,6,17,1,0,4,0,33,+10,Los Angeles Lakers,Dallas Mavericks,2023-12-12
1,Grant Williams,40:04,7,9,.778,5,7,.714,0,0,,1,2,3,1,1,0,1,4,19,+7,Los Angeles Lakers,Dallas Mavericks,2023-12-12
2,Dante Exum,35:52,8,10,.800,7,9,.778,3,4,.750,2,2,4,3,1,1,1,2,26,+7,Los Angeles Lakers,Dallas Mavericks,2023-12-12
3,Dereck Lively II,30:02,4,7,.571,0,0,,0,0,,4,4,8,0,2,3,1,4,8,+8,Los Angeles Lakers,Dallas Mavericks,2023-12-12
4,Seth Curry,11:58,1,2,.500,1,2,.500,0,0,,1,1,2,0,0,1,0,0,3,+4,Los Angeles Lakers,Dallas Mavericks,2023-12-12
6,Tim Hardaway Jr.,36:58,10,21,.476,5,10,.500,7,8,.875,1,2,3,3,1,0,0,2,32,-6,Los Angeles Lakers,Dallas Mavericks,2023-12-12
7,Jaden Hardy,19:01,1,7,.143,0,3,.000,0,0,,0,1,1,1,0,0,1,2,2,0,Los Angeles Lakers,Dallas Mavericks,2023-12-12
8,Richaun Holmes,15:01,1,3,.333,0,0,,2,3,.667,3,4,7,2,0,0,2,3,4,-4,Los Angeles Lakers,Dallas Mavericks,2023-12-12
9,Markieff Morris,6:21,0,2,.000,0,2,.000,0,0,,0,2,2,1,1,0,0,0,0,-10,Los Angeles Lakers,Dallas Mavericks,2023-12-12
10,Olivier-Maxence Prosper,1:16,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-3,Los Angeles Lakers,Dallas Mavericks,2023-12-12
11,A.J. Lawson,0:02,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-3,Los Angeles Lakers,Dallas Mavericks,2023-12-12
12,Greg Brown III,0:0,Los Angeles Lakers,Dallas Mavericks,2023-12-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Dexter Dennis,0:0,Los Angeles Lakers,Dallas Mavericks,2023-12-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,Dwight Powell,0:0,Los Angeles Lakers,Dallas Mavericks,2023-12-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
