,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Away,Home,Date
0,Paolo Banchero,38:08,8,25,.320,1,5,.200,9,11,.818,0,4,4,4,2,1,1,1,26,-10,Orlando Magic,Atlanta Hawks,2024-01-17
1,Chuma Okeke,29:50,3,9,.333,0,4,.000,0,0,,3,4,7,1,3,1,1,1,6,-8,Orlando Magic,Atlanta Hawks,2024-01-17
2,Jalen Suggs,27:42,6,7,.857,3,3,1.000,1,2,.500,2,2,4,1,0,0,2,3,16,-1,Orlando Magic,Atlanta Hawks,2024-01-17
3,Goga Bitadze,24:00,5,8,.625,0,1,.000,0,0,,7,3,10,3,1,2,1,3,10,-2,Orlando Magic,Atlanta Hawks,2024-01-17
4,Caleb Houstan,13:54,1,7,.143,1,7,.143,0,1,.000,1,0,1,0,1,0,0,3,3,+6,Orlando Magic,Atlanta Hawks,2024-01-17
6,Markelle Fultz,30:15,5,8,.625,0,0,,0,0,,1,3,4,1,3,0,4,5,10,-8,Orlando Magic,Atlanta Hawks,2024-01-17
7,Wendell Carter Jr.,24:00,6,7,.857,3,4,.750,3,4,.750,2,3,5,2,2,1,0,1,18,0,Orlando Magic,Atlanta Hawks,2024-01-17
8,Cole Anthony,21:57,3,10,.300,1,6,.167,3,4,.750,0,1,1,1,1,3,1,1,10,+2,Orlando Magic,Atlanta Hawks,2024-01-17
9,Joe Ingles,20:14,1,5,.200,1,5,.200,0,0,,0,4,4,3,1,0,3,4,3,+3,Orlando Magic,Atlanta Hawks,2024-01-17
10,Jonathan Isaac,9:51,1,2,.500,0,0,,0,0,,0,0,0,2,2,0,0,0,2,+8,Orlando Magic,Atlanta Hawks,2024-01-17
11,Anthony Black,0:06,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,Orlando Magic,Atlanta Hawks,2024-01-17
12,Trevelin Queen,0:0,Orlando Magic,Atlanta Hawks,2024-01-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Moritz Wagner,0:0,Orlando Magic,Atlanta Hawks,2024-01-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
