,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Away,Home,Date
0,Scottie Barnes,35:02,9,16,.563,2,7,.286,4,4,1.000,2,6,8,8,0,0,1,4,24,-11,Toronto Raptors,Philadelphia76ers,2023-11-02
1,Pascal Siakam,33:09,5,11,.455,0,3,.000,0,0,,1,2,3,6,0,0,2,5,10,-14,Toronto Raptors,Philadelphia76ers,2023-11-02
2,OG Anunoby,32:45,7,12,.583,2,4,.500,0,0,,1,3,4,1,0,1,3,2,16,+5,Toronto Raptors,Philadelphia76ers,2023-11-02
3,Dennis Schröder,31:25,4,9,.444,1,2,.500,4,6,.667,0,3,3,10,1,0,3,0,13,-7,Toronto Raptors,Philadelphia76ers,2023-11-02
4,Jakob Poeltl,27:47,4,8,.500,0,0,,1,1,1.000,2,7,9,2,0,1,4,2,9,-9,Toronto Raptors,Philadelphia76ers,2023-11-02
6,Gary Trent Jr.,23:08,2,8,.250,2,5,.400,2,4,.500,0,5,5,0,1,0,3,1,8,-15,Toronto Raptors,Philadelphia76ers,2023-11-02
7,Malachi Flynn,16:34,2,5,.400,2,3,.667,0,0,,1,2,3,1,2,0,1,2,6,-8,Toronto Raptors,Philadelphia76ers,2023-11-02
8,Gradey Dick,13:35,0,2,.000,0,0,,0,0,,0,0,0,1,0,0,1,1,0,-17,Toronto Raptors,Philadelphia76ers,2023-11-02
9,Chris Boucher,12:47,2,4,.500,0,2,.000,2,2,1.000,2,2,4,0,0,1,1,3,6,-5,Toronto Raptors,Philadelphia76ers,2023-11-02
10,Jalen McDaniels,9:00,2,3,.667,1,2,.500,0,0,,0,1,1,0,0,0,0,0,5,+4,Toronto Raptors,Philadelphia76ers,2023-11-02
11,Garrett Temple,2:23,1,1,1.000,0,0,,0,0,,0,0,0,0,0,0,0,0,2,+1,Toronto Raptors,Philadelphia76ers,2023-11-02
12,Thaddeus Young,2:23,0,0,,0,0,,0,2,.000,0,1,1,1,0,0,0,0,0,+1,Toronto Raptors,Philadelphia76ers,2023-11-02
