,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Away,Home,Date
0,Bojan Bogdanović,26:08,6,12,.500,2,5,.400,3,4,.750,1,2,3,2,0,0,3,1,17,-28,Detroit Pistons,Philadelphia76ers,2023-12-15
1,Cade Cunningham,24:25,2,9,.222,0,2,.000,0,0,,0,3,3,2,1,1,3,3,4,-32,Detroit Pistons,Philadelphia76ers,2023-12-15
2,Ausar Thompson,21:50,3,5,.600,0,0,,2,2,1.000,0,3,3,1,0,1,1,2,8,-15,Detroit Pistons,Philadelphia76ers,2023-12-15
3,Killian Hayes,21:17,1,6,.167,0,1,.000,3,4,.750,1,3,4,2,0,1,3,3,5,-28,Detroit Pistons,Philadelphia76ers,2023-12-15
4,Isaiah Stewart,20:18,2,6,.333,0,1,.000,0,0,,1,3,4,0,0,1,2,4,4,-27,Detroit Pistons,Philadelphia76ers,2023-12-15
6,Jaden Ivey,28:32,4,12,.333,0,2,.000,5,5,1.000,1,3,4,4,0,0,5,3,13,-6,Detroit Pistons,Philadelphia76ers,2023-12-15
7,James Wiseman,27:42,9,12,.750,0,0,,2,2,1.000,3,10,13,1,0,1,2,2,20,-5,Detroit Pistons,Philadelphia76ers,2023-12-15
8,Isaiah Livers,24:54,1,4,.250,0,2,.000,1,2,.500,0,3,3,2,1,1,0,4,3,+5,Detroit Pistons,Philadelphia76ers,2023-12-15
9,Alec Burks,17:12,2,8,.250,0,4,.000,0,0,,0,2,2,0,0,0,0,1,4,-17,Detroit Pistons,Philadelphia76ers,2023-12-15
10,Marcus Sasser,16:33,4,4,1.000,1,1,1.000,2,4,.500,0,2,2,4,1,1,2,1,11,+1,Detroit Pistons,Philadelphia76ers,2023-12-15
11,Joe Harris,11:09,1,3,.333,1,3,.333,0,0,,0,1,1,1,0,0,0,1,3,-8,Detroit Pistons,Philadelphia76ers,2023-12-15
12,Marvin Bagley III,0:0,Detroit Pistons,Philadelphia76ers,2023-12-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Kevin Knox,0:0,Detroit Pistons,Philadelphia76ers,2023-12-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
