,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM,Away,Home,Date
0,Brandon Ingram,36:08,.617,.528,.111,.389,4.3,5.8,5.2,20.1,1.4,5.8,4.5,28.6,132,116,5.6,Utah Jazz,New Orleans Pelicans,2023-12-28
1,CJ McCollum,31:41,.635,.625,.625,.188,4.9,6.6,5.9,27.6,3.2,0.0,10.4,28.5,125,114,7.7,Utah Jazz,New Orleans Pelicans,2023-12-28
2,Zion Williamson,29:56,.685,.714,.000,.214,5.2,31.4,20.8,44.3,0.0,3.5,0.0,23.9,153,107,13.3,Utah Jazz,New Orleans Pelicans,2023-12-28
3,Herbert Jones,28:58,.750,.750,.250,.000,0.0,10.8,6.5,4.1,0.0,3.6,20.0,8.1,117,117,-5.3,Utah Jazz,New Orleans Pelicans,2023-12-28
4,Jonas Valančiūnas,22:59,.436,.333,.167,.333,13.5,9.1,10.8,5.1,0.0,4.5,22.5,18.1,89,118,-10.2,Utah Jazz,New Orleans Pelicans,2023-12-28
6,Larry Nance Jr.,25:01,.750,.750,.333,.000,6.2,25.0,17.4,0.0,10.2,4.2,25.0,15.0,106,87,9.7,Utah Jazz,New Orleans Pelicans,2023-12-28
7,Trey Murphy III,23:14,.375,.375,.875,.000,0.0,4.5,2.7,10.1,0.0,0.0,11.1,18.1,79,122,-10.5,Utah Jazz,New Orleans Pelicans,2023-12-28
8,Naji Marshall,16:04,.900,.900,.200,.000,0.0,13.0,7.8,18.1,0.0,0.0,37.5,23.3,104,118,-0.7,Utah Jazz,New Orleans Pelicans,2023-12-28
9,Dyson Daniels,13:52,.000,.000,1.000,.000,0.0,15.1,9.0,15.4,7.4,7.5,50.0,6.7,55,97,2.9,Utah Jazz,New Orleans Pelicans,2023-12-28
10,Jose Alvarado,12:07,.875,.875,.500,.000,0.0,0.0,0.0,0.0,0.0,0.0,20.0,19.3,119,124,-3.5,Utah Jazz,New Orleans Pelicans,2023-12-28
11,Kira Lewis Jr.,0:0,Utah Jazz,New Orleans Pelicans,2023-12-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Jeremiah Robinson-Earl,0:0,Utah Jazz,New Orleans Pelicans,2023-12-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Cody Zeller,0:0,Utah Jazz,New Orleans Pelicans,2023-12-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
