,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Away,Home,Date
0,Dorian Finney-Smith,39:28,5,7,.714,4,6,.667,0,0,,3,3,6,1,2,1,1,0,14,+2,Charlotte Hornets,Brooklyn Nets,2023-11-30
1,Mikal Bridges,37:42,9,22,.409,2,5,.400,2,3,.667,0,9,9,4,2,0,2,1,22,+7,Charlotte Hornets,Brooklyn Nets,2023-11-30
2,Spencer Dinwiddie,34:12,3,9,.333,1,6,.167,2,2,1.000,0,4,4,8,0,0,1,1,9,+2,Charlotte Hornets,Brooklyn Nets,2023-11-30
3,Nic Claxton,29:29,9,13,.692,0,0,,2,2,1.000,9,5,14,2,1,2,1,1,20,-7,Charlotte Hornets,Brooklyn Nets,2023-11-30
4,Cameron Johnson,27:56,6,18,.333,3,9,.333,0,0,,6,0,6,2,0,0,2,1,15,-4,Charlotte Hornets,Brooklyn Nets,2023-11-30
6,Cam Thomas,24:45,11,21,.524,2,5,.400,2,3,.667,0,2,2,1,0,1,1,1,26,0,Charlotte Hornets,Brooklyn Nets,2023-11-30
7,Day'Ron Sharpe,18:20,4,5,.800,0,0,,1,3,.333,2,3,5,0,1,0,0,3,9,+4,Charlotte Hornets,Brooklyn Nets,2023-11-30
8,Lonnie Walker IV,14:20,2,5,.400,2,4,.500,1,2,.500,1,1,2,1,0,0,1,1,7,-6,Charlotte Hornets,Brooklyn Nets,2023-11-30
9,Trendon Watford,13:48,3,5,.600,0,1,.000,0,0,,1,3,4,2,0,0,0,2,6,-3,Charlotte Hornets,Brooklyn Nets,2023-11-30
10,Harry Giles,0:0,Charlotte Hornets,Brooklyn Nets,2023-11-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,Royce O'Neale,Did Not Dress,Charlotte Hornets,Brooklyn Nets,2023-11-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Dennis Smith Jr.,Did Not Dress,Charlotte Hornets,Brooklyn Nets,2023-11-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
